target_id	gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
lcl|NC_010612.1_cds_WP_012396187.1_4660	MMAR_RS23285	MMAR_RS23285	9.00	8.00	8.00	10.00	16.00	7.00	8.00	8.00	3.00	FAD-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396188.1_4661	MMAR_RS23290	MMAR_RS23290	96.00	25.00	34.00	160.00	317.00	64.00	38.00	38.00	26.00	AurF N-oxygenase family protein
lcl|NC_010612.1_cds_WP_012396189.1_4662	MMAR_RS23295	serC	0.00	4.00	8.00	5.00	6.00	0.00	3.00	3.00	2.00	phosphoserine transaminase
lcl|NC_010612.1_cds_WP_012396190.1_4663	MMAR_RS23300	sepH	18.00	15.00	17.00	18.00	14.00	15.00	17.00	17.00	11.00	septation protein SepH
lcl|NC_010612.1_cds_WP_012396191.1_4664	MMAR_RS23305	MMAR_RS23305	3.00	0.00	0.00	1.00	1.00	1.00	6.00	6.00	1.00	DUF2537 domain-containing protein
lcl|NC_010612.1_cds_WP_012396192.1_4665	MMAR_RS23310	MMAR_RS23310	0.00	1.00	1.00	0.00	1.00	0.00	1.00	1.00	1.00	TrmH family RNA methyltransferase
lcl|NC_010612.1_cds_WP_041324949.1_4666	MMAR_RS23315	MMAR_RS23315	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	1.00	Rv0880 family HTH-type transcriptional regulator
lcl|NC_010612.1_cds_WP_012396194.1_4667	MMAR_RS23320	MMAR_RS23320	0.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	DUF2530 domain-containing protein
lcl|NC_010612.1_cds_WP_012396195.1_4668	MMAR_RS23325	MMAR_RS23325	1.00	5.00	7.00	3.00	6.00	6.00	2.00	2.00	5.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012396196.1_4669	MMAR_RS23330	MMAR_RS23330	6.00	4.00	15.00	4.00	16.00	7.00	10.00	10.00	8.00	DUF3027 domain-containing protein
lcl|NC_010612.1_cds_WP_041324950.1_4670	MMAR_RS23335	MMAR_RS23335	1.00	0.00	9.00	8.00	5.00	11.00	1.00	1.00	4.00	MFS transporter
lcl|NC_010612.1_cds_WP_408581750.1_4671	MMAR_RS23340	MMAR_RS23340	0.00	0.00	4.00	3.00	1.00	0.00	1.00	1.00	0.00	DUF2771 domain-containing protein
lcl|NC_010612.1_cds_WP_012396199.1_4672	MMAR_RS23345	MMAR_RS23345	0.00	2.00	0.00	0.00	6.00	0.00	1.00	1.00	2.00	putative endonuclease domain-containing protein
lcl|NC_010612.1_cds_WP_012396200.1_4673	MMAR_RS23350	MMAR_RS23350	3.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	3.00	glutathione S-transferase family protein
lcl|NC_010612.1_cds_WP_012396201.1_4674	MMAR_RS23355	MMAR_RS23355	12.00	7.00	14.00	9.00	7.00	11.00	10.00	10.00	5.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396202.1_4675	MMAR_RS23360	MMAR_RS23360	4.00	8.00	8.00	10.00	9.00	6.00	8.00	8.00	6.00	cold-shock protein
lcl|NC_010612.1_cds_WP_011738640.1_4676	MMAR_RS23365	MMAR_RS23365	1.00	0.00	1.00	2.00	2.00	0.00	0.00	0.00	0.00	YccF domain-containing protein
lcl|NC_010612.1_cds_WP_012396203.1_4677	MMAR_RS23370	moaA	0.00	3.00	4.00	1.00	5.00	0.00	5.00	5.00	1.00	GTP 3',8-cyclase MoaA
lcl|NC_010612.1_cds_WP_012396204.1_4678	MMAR_RS23375	MMAR_RS23375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	MoaD/ThiS family protein
lcl|NC_010612.1_cds_WP_012396205.1_4679	MMAR_RS23380	MMAR_RS23380	3.00	9.00	6.00	4.00	14.00	0.00	7.00	7.00	2.00	transglycosylase family protein
lcl|NC_010612.1_cds_WP_011738644.1_4680	MMAR_RS23385	MMAR_RS23385	2.00	1.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	molybdenum cofactor biosynthesis protein MoaE
lcl|NC_010612.1_cds_WP_012396206.1_4681	MMAR_RS23390	MMAR_RS23390	2.00	1.00	2.00	3.00	3.00	0.00	0.00	0.00	3.00	MogA/MoaB family molybdenum cofactor biosynthesis protein
lcl|NC_010612.1_cds_WP_012396207.1_4682	MMAR_RS23395	moaC	1.00	7.00	1.00	2.00	2.00	3.00	3.00	3.00	3.00	cyclic pyranopterin monophosphate synthase MoaC
lcl|NC_010612.1_cds_WP_172607222.1_4683	MMAR_RS23400	MMAR_RS23400	1.00	1.00	2.00	0.00	1.00	3.00	2.00	2.00	3.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396209.1_4684	MMAR_RS23405	MMAR_RS23405	1.00	0.00	0.00	1.00	0.00	1.00	2.00	2.00	0.00	helicase-associated domain-containing protein
lcl|NC_010612.1_cds_WP_012396210.1_4685	MMAR_RS23410	MMAR_RS23410	3.00	5.00	5.00	2.00	7.00	4.00	4.00	4.00	1.00	DNA repair helicase XPB
lcl|NC_010612.1_cds_WP_012396212.1_4686	MMAR_RS23420	MMAR_RS23420	2.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396213.1_4687	MMAR_RS23425	MMAR_RS23425	3.00	4.00	3.00	5.00	4.00	1.00	1.00	1.00	1.00	LLM class F420-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396214.1_4688	MMAR_RS23430	MMAR_RS23430	1.00	1.00	1.00	3.00	4.00	4.00	1.00	1.00	1.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396215.1_4689	MMAR_RS23435	MMAR_RS23435	10.00	2.00	0.00	32.00	39.00	9.00	4.00	4.00	3.00	FAD-dependent monooxygenase
lcl|NC_010612.1_cds_WP_012396216.1_4690	MMAR_RS23440	MMAR_RS23440	8.00	15.00	7.00	9.00	21.00	1.00	16.00	16.00	5.00	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
lcl|NC_010612.1_cds_WP_041325507.1_4691	MMAR_RS23445	MMAR_RS23445	7.00	4.00	8.00	3.00	12.00	1.00	11.00	11.00	5.00	acetyl-CoA C-acetyltransferase
lcl|NC_010612.1_cds_WP_012396218.1_4692	MMAR_RS23450	MMAR_RS23450	3.00	0.00	1.00	1.00	0.00	0.00	4.00	4.00	1.00	pyridoxal phosphate-dependent aminotransferase
lcl|NC_010612.1_cds_WP_041325509.1_4693	MMAR_RS23455	MMAR_RS23455	3.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_081435805.1_4694	MMAR_RS23460	MMAR_RS23460	2.00	0.00	0.00	1.00	1.00	0.00	3.00	3.00	2.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012396221.1_4695	MMAR_RS23465	MMAR_RS23465	3.00	2.00	3.00	0.00	0.00	1.00	1.00	1.00	1.00	CaiB/BaiF CoA transferase family protein
lcl|NC_010612.1_cds_WP_012396222.1_4696	MMAR_RS23470	MMAR_RS23470	5.00	2.00	4.00	2.00	9.00	2.00	2.00	2.00	4.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012396223.1_4697	MMAR_RS23475	MMAR_RS23475	2.00	2.00	1.00	6.00	10.00	1.00	6.00	6.00	3.00	alpha-keto acid decarboxylase family protein
lcl|NC_010612.1_cds_WP_011738661.1_4698	MMAR_RS23480	MMAR_RS23480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	(2Fe-2S)-binding protein
lcl|NC_010612.1_cds_WP_012396224.1_4699	MMAR_RS23485	MMAR_RS23485	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396225.1_4700	MMAR_RS23490	MMAR_RS23490	1.00	1.00	0.00	2.00	3.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396226.1_4701	MMAR_RS23495	MMAR_RS23495	4.00	0.00	4.00	3.00	1.00	2.00	3.00	3.00	1.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_181013052.1_4702	MMAR_RS29890	MMAR_RS29890	1.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396227.1_4703	MMAR_RS23500	MMAR_RS23500	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	FadD3 family acyl-CoA ligase
lcl|NC_010612.1_cds_WP_012396228.1_4704	MMAR_RS23505	MMAR_RS23505	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012396229.1_4705	MMAR_RS23510	MMAR_RS23510	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	lipoprotein LpqH
lcl|NC_010612.1_cds_WP_012396230.1_4706	MMAR_RS23515	MMAR_RS23515	3.00	1.00	1.00	1.00	1.00	0.00	1.00	1.00	1.00	enoyl-CoA hydratase/isomerase family protein
lcl|NC_010612.1_cds_WP_012396231.1_4707	MMAR_RS23520	MMAR_RS23520	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	Rv2576c family protein
lcl|NC_010612.1_cds_WP_012396232.1_4708	MMAR_RS23525	MMAR_RS23525	4.00	0.00	1.00	1.00	1.00	1.00	4.00	4.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396233.1_4709	MMAR_RS23530	MMAR_RS23530	3.00	0.00	1.00	8.00	13.00	1.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396234.1_4710	MMAR_RS23535	MMAR_RS23535	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	cytochrome C oxidase subunit IV family protein
lcl|NC_010612.1_cds_WP_012396235.1_4711	MMAR_RS23540	MMAR_RS23540	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	cytochrome c oxidase subunit 3
lcl|NC_010612.1_cds_WP_049785268.1_4712	MMAR_RS23545	MMAR_RS23545	1.00	1.00	0.00	5.00	6.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396237.1_4713	MMAR_RS23550	MMAR_RS23550	3.00	0.00	1.00	15.00	9.00	5.00	1.00	1.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_049785269.1_4714	MMAR_RS23555	MMAR_RS23555	0.00	0.00	0.00	5.00	1.00	0.00	0.00	0.00	1.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396239.1_4715	MMAR_RS23560	MMAR_RS23560	1.00	3.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	Mtp family mycobacterial-type pilin
lcl|NC_010612.1_cds_WP_012396240.1_4716	MMAR_RS23565	MMAR_RS23565	0.00	0.00	1.00	1.00	2.00	1.00	3.00	3.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396241.1_4717	MMAR_RS23570	MMAR_RS23570	4.00	3.00	3.00	7.00	5.00	3.00	1.00	1.00	1.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_012396242.1_4718	MMAR_RS23575	MMAR_RS23575	0.00	0.00	1.00	1.00	4.00	1.00	0.00	0.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396243.1_4719	MMAR_RS23580	MMAR_RS23580	3.00	1.00	0.00	2.00	2.00	1.00	1.00	1.00	1.00	Rv2253/PknI dimerization domain-containing protein
lcl|NC_010612.1_cds_WP_012396244.1_4720	MMAR_RS23585	MMAR_RS23585	1.00	0.00	1.00	0.00	0.00	0.00	2.00	2.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396245.1_4721	MMAR_RS23590	MMAR_RS23590	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396246.1_4722	MMAR_RS23595	MMAR_RS23595	0.00	0.00	5.00	1.00	0.00	0.00	1.00	1.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396247.1_4723	MMAR_RS23600	MMAR_RS23600	3.00	1.00	3.00	4.00	0.00	7.00	1.00	1.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396248.1_4724	MMAR_RS23605	MMAR_RS23605	1.00	0.00	2.00	1.00	0.00	0.00	1.00	1.00	2.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396249.1_4725	MMAR_RS23610	MMAR_RS23610	2.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	MCE family protein
lcl|NC_010612.1_cds_WP_012396250.1_4726	MMAR_RS23615	MMAR_RS23615	2.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00	1.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012396251.1_4727	MMAR_RS23620	MMAR_RS23620	2.00	0.00	2.00	2.00	2.00	1.00	2.00	2.00	2.00	MlaE family ABC transporter permease
lcl|NC_010612.1_cds_WP_012396252.1_4728	MMAR_RS23625	MMAR_RS23625	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	CaiB/BaiF CoA transferase family protein
lcl|NC_010612.1_cds_WP_012396253.1_4729	MMAR_RS23630	MMAR_RS23630	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00	aldehyde dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396254.1_4730	MMAR_RS23635	MMAR_RS23635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_011738671.1_4731	MMAR_RS23640	MMAR_RS23640	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_012396255.1_4732	MMAR_RS23645	MMAR_RS23645	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396256.1_4733	MMAR_RS23650	MMAR_RS23650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396257.1_4734	MMAR_RS23655	MMAR_RS23655	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396258.1_4735	MMAR_RS23660	MMAR_RS23660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	nuclear transport factor 2 family protein
lcl|NC_010612.1_cds_MMAR_RS31055_4736	MMAR_RS31055	MMAR_RS31055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NAD-dependent epimerase/dehydratase family protein
lcl|NC_010612.1_cds_WP_012396259.1_4737	MMAR_RS23665	MMAR_RS23665	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	nitroreductase family protein
lcl|NC_010612.1_cds_WP_012396260.1_4738	MMAR_RS23670	MMAR_RS23670	1.00	1.00	2.00	2.00	0.00	2.00	1.00	1.00	1.00	phospholipase C
lcl|NC_010612.1_cds_WP_231389722.1_4739	MMAR_RS30645	MMAR_RS30645	1.00	3.00	6.00	1.00	1.00	2.00	2.00	2.00	1.00	DUF4189 domain-containing protein
lcl|NC_010612.1_cds_WP_020726593.1_4740	MMAR_RS23680	MMAR_RS23680	2.00	1.00	9.00	5.00	6.00	8.00	3.00	3.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012396263.1_4741	MMAR_RS23685	MMAR_RS23685	14.00	5.00	18.00	12.00	7.00	25.00	5.00	5.00	5.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012396264.1_4742	MMAR_RS23690	MMAR_RS23690	4.00	1.00	6.00	6.00	1.00	12.00	3.00	3.00	0.00	Rieske (2Fe-2S) protein
lcl|NC_010612.1_cds_WP_012396265.1_4743	MMAR_RS23695	MMAR_RS23695	1.00	2.00	0.00	1.00	1.00	6.00	1.00	1.00	3.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012396266.1_4744	MMAR_RS23700	MMAR_RS23700	0.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396267.1_4745	MMAR_RS23705	MMAR_RS23705	1.00	2.00	1.00	1.00	0.00	2.00	0.00	0.00	0.00	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region domain-containing protein
lcl|NC_010612.1_cds_WP_012396268.1_4746	MMAR_RS23710	MMAR_RS23710	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_181013050.1_4747	MMAR_RS23715	MMAR_RS23715	1.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	thiolase C-terminal domain-containing protein
lcl|NC_010612.1_cds_WP_012396270.1_4748	MMAR_RS23720	MMAR_RS23720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012396271.1_4749	MMAR_RS23725	MMAR_RS23725	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396272.1_4750	MMAR_RS23730	MMAR_RS23730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_012396273.1_4751	MMAR_RS23735	MMAR_RS23735	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	PE family protein
lcl|NC_010612.1_cds_WP_012396274.1_4752	MMAR_RS23740	MMAR_RS23740	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_012396275.1_4753	MMAR_RS23745	MMAR_RS23745	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396276.1_4754	MMAR_RS23750	MMAR_RS23750	0.00	0.00	0.00	0.00	4.00	0.00	1.00	1.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396277.1_4755	MMAR_RS23755	MMAR_RS23755	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396278.1_4756	MMAR_RS23760	MMAR_RS23760	0.00	1.00	1.00	1.00	3.00	0.00	0.00	0.00	1.00	thiolase family protein
lcl|NC_010612.1_cds_WP_012396279.1_4757	MMAR_RS23765	MMAR_RS23765	1.00	2.00	3.00	5.00	6.00	5.00	2.00	2.00	3.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396280.1_4758	MMAR_RS23770	MMAR_RS23770	4.00	0.00	1.00	5.00	10.00	4.00	0.00	0.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012396281.1_4759	MMAR_RS23775	MMAR_RS23775	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	carboxymuconolactone decarboxylase family protein
lcl|NC_010612.1_cds_WP_012396282.1_4760	MMAR_RS23780	MMAR_RS23780	1.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	1.00	aromatic ring-hydroxylating oxygenase subunit alpha
lcl|NC_010612.1_cds_WP_012396283.1_4761	MMAR_RS23785	MMAR_RS23785	1.00	0.00	0.00	2.00	0.00	1.00	3.00	3.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012396284.1_4762	MMAR_RS23790	MMAR_RS23790	1.00	0.00	1.00	0.00	2.00	0.00	2.00	2.00	0.00	metal-dependent hydrolase family protein
lcl|NC_010612.1_cds_WP_012396285.1_4763	MMAR_RS23795	MMAR_RS23795	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	nuclear transport factor 2 family protein
lcl|NC_010612.1_cds_WP_012396286.1_4764	MMAR_RS23800	MMAR_RS23800	2.00	0.00	0.00	1.00	0.00	0.00	5.00	5.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396287.1_4765	MMAR_RS23805	MMAR_RS23805	0.00	0.00	2.00	1.00	1.00	0.00	1.00	1.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_041325515.1_4766	MMAR_RS23810	MMAR_RS23810	14.00	7.00	3.00	42.00	25.00	7.00	6.00	6.00	0.00	SulP family inorganic anion transporter
lcl|NC_010612.1_cds_WP_012396289.1_4767	MMAR_RS23815	MMAR_RS23815	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012396290.1_4768	MMAR_RS23820	MMAR_RS23820	9.00	6.00	4.00	5.00	3.00	2.00	6.00	6.00	7.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396291.1_4769	MMAR_RS23825	MMAR_RS23825	2.00	1.00	0.00	2.00	0.00	1.00	2.00	2.00	1.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396292.1_4770	MMAR_RS23830	MMAR_RS23830	0.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	1.00	mycofactocin-coupled SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012396293.1_4771	MMAR_RS23835	MMAR_RS23835	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396294.1_4772	MMAR_RS23840	MMAR_RS23840	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396295.1_4773	MMAR_RS23845	MMAR_RS23845	2.00	1.00	1.00	2.00	0.00	3.00	1.00	1.00	1.00	CaiB/BaiF CoA-transferase family protein
lcl|NC_010612.1_cds_WP_012396296.1_4774	MMAR_RS23850	MMAR_RS23850	3.00	2.00	0.00	1.00	8.00	0.00	0.00	0.00	1.00	enoyl-CoA hydratase/isomerase family protein
lcl|NC_010612.1_cds_WP_012396297.1_4775	MMAR_RS23855	MMAR_RS23855	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	2.00	M24 family metallopeptidase
lcl|NC_010612.1_cds_WP_012396298.1_4776	MMAR_RS23860	MMAR_RS23860	0.00	0.00	0.00	0.00	17.00	1.00	1.00	1.00	0.00	M24 family metallopeptidase
lcl|NC_010612.1_cds_WP_181013045.1_4777	MMAR_RS23865	MMAR_RS23865	0.00	2.00	1.00	4.00	33.00	0.00	2.00	2.00	1.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_373202344.1_4778	MMAR_RS23870	MMAR_RS23870	2.00	0.00	3.00	12.00	21.00	5.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012396301.1_4779	MMAR_RS23875	MMAR_RS23875	0.00	1.00	0.00	5.00	3.00	0.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_012396302.1_4780	MMAR_RS23880	MMAR_RS23880	6.00	0.00	1.00	16.00	12.00	6.00	2.00	2.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396303.1_4781	MMAR_RS23885	MMAR_RS23885	0.00	2.00	1.00	3.00	6.00	1.00	0.00	0.00	1.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396304.1_4782	MMAR_RS23890	MMAR_RS23890	3.00	1.00	3.00	4.00	34.00	1.00	2.00	2.00	3.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012396305.1_4783	MMAR_RS23895	MMAR_RS23895	15.00	6.00	12.00	63.00	285.00	13.00	17.00	17.00	5.00	MDR family MFS transporter
lcl|NC_010612.1_cds_WP_085979840.1_4784	MMAR_RS23900	MMAR_RS23900	54.00	32.00	18.00	187.00	591.00	59.00	31.00	31.00	8.00	PLP-dependent cysteine synthase family protein
lcl|NC_010612.1_cds_WP_223161693.1_4785	MMAR_RS23905	lpqS	41.00	7.00	21.00	74.00	114.00	45.00	17.00	17.00	7.00	putative copper homeostasis (lipo)protein LpqS
lcl|NC_010612.1_cds_WP_012396308.1_4786	MMAR_RS23910	MMAR_RS23910	6.00	3.00	5.00	18.00	25.00	7.00	5.00	5.00	3.00	multicopper oxidase family protein
lcl|NC_010612.1_cds_WP_012396309.1_4787	MMAR_RS23915	MMAR_RS23915	0.00	0.00	0.00	4.00	0.00	1.00	0.00	0.00	0.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012396310.1_4788	MMAR_RS23920	MMAR_RS23920	4.00	0.00	2.00	3.00	1.00	2.00	3.00	3.00	2.00	cyclase family protein
lcl|NC_010612.1_cds_WP_012396311.1_4789	MMAR_RS23925	MMAR_RS23925	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	coniferyl-alcohol dehydrogenase
lcl|NC_010612.1_cds_WP_012396312.1_4790	MMAR_RS23930	MMAR_RS23930	0.00	0.00	2.00	1.00	1.00	0.00	1.00	1.00	0.00	LLM class flavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012396313.1_4791	MMAR_RS23935	MMAR_RS23935	0.00	0.00	2.00	1.00	2.00	0.00	0.00	0.00	1.00	FAD-binding protein
lcl|NC_010612.1_cds_WP_012396314.1_4792	MMAR_RS23940	MMAR_RS23940	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	3-carboxyethylcatechol 2,3-dioxygenase
lcl|NC_010612.1_cds_WP_012396315.1_4793	MMAR_RS23945	MMAR_RS23945	0.00	0.00	1.00	4.00	2.00	1.00	0.00	0.00	1.00	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
lcl|NC_010612.1_cds_WP_012396316.1_4794	MMAR_RS23950	MMAR_RS23950	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_011738697.1_4795	MMAR_RS23955	MMAR_RS23955	1.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	IclR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012396317.1_4796	MMAR_RS23960	MMAR_RS23960	0.00	0.00	0.00	2.00	1.00	0.00	1.00	1.00	1.00	FAD-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_036426254.1_4797	MMAR_RS23965	MMAR_RS23965	1.00	2.00	5.00	6.00	2.00	1.00	3.00	3.00	4.00	sensor histidine kinase
lcl|NC_010612.1_cds_WP_012396319.1_4798	MMAR_RS23970	MMAR_RS23970	12.00	4.00	6.00	6.00	9.00	5.00	6.00	6.00	9.00	response regulator
lcl|NC_010612.1_cds_WP_041324958.1_4799	MMAR_RS23975	MMAR_RS23975	18.00	12.00	20.00	2.00	15.00	0.00	13.00	13.00	14.00	sensor histidine kinase
lcl|NC_010612.1_cds_WP_012396321.1_4800	MMAR_RS23980	MMAR_RS23980	47.00	32.00	53.00	11.00	25.00	3.00	46.00	46.00	31.00	thiamine pyrophosphate-dependent enzyme
lcl|NC_010612.1_cds_WP_081435755.1_4801	MMAR_RS23985	MMAR_RS23985	29.00	18.00	8.00	7.00	14.00	2.00	13.00	13.00	12.00	MFS transporter
lcl|NC_010612.1_cds_WP_012396323.1_4802	MMAR_RS23990	MMAR_RS23990	16.00	6.00	10.00	6.00	5.00	4.00	11.00	11.00	14.00	PE family protein
