target_id	gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
lcl|NC_010612.1_cds_WP_012392009.1_1	MMAR_RS00010	dnaA	41.00	13.00	8.00	12.00	5.00	6.00	21.00	21.00	26.00	chromosomal replication initiator protein DnaA
lcl|NC_010612.1_cds_WP_012392010.1_2	MMAR_RS00015	dnaN	7.00	11.00	11.00	7.00	7.00	2.00	17.00	17.00	11.00	DNA polymerase III subunit beta
lcl|NC_010612.1_cds_WP_012392011.1_3	MMAR_RS00020	recF	5.00	3.00	0.00	2.00	0.00	0.00	1.00	1.00	5.00	DNA replication/repair protein RecF
lcl|NC_010612.1_cds_WP_012392012.1_4	MMAR_RS00025	MMAR_RS00025	2.00	2.00	2.00	0.00	3.00	1.00	1.00	1.00	3.00	DUF721 family protein
lcl|NC_010612.1_cds_WP_020727522.1_5	MMAR_RS00030	gyrB	25.00	26.00	30.00	26.00	29.00	21.00	33.00	33.00	17.00	DNA topoisomerase (ATP-hydrolyzing) subunit B
lcl|NC_010612.1_cds_WP_012392014.1_6	MMAR_RS00035	gyrA	5.00	7.00	16.00	4.00	19.00	6.00	19.00	19.00	8.00	DNA gyrase subunit A
lcl|NC_010612.1_cds_WP_012392015.1_7	MMAR_RS00040	MMAR_RS00040	1.00	3.00	4.00	1.00	2.00	1.00	2.00	2.00	1.00	DUF3566 domain-containing protein
lcl|NC_010612.1_cds_WP_237708380.1_8	MMAR_RS00055	MMAR_RS00055	0.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_012392017.1_9	MMAR_RS00060	MMAR_RS00060	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	MerR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392018.1_10	MMAR_RS00065	cwsA	0.00	1.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	cell wall synthesis protein CwsA
lcl|NC_010612.1_cds_WP_012392019.1_11	MMAR_RS00070	MMAR_RS00070	5.00	11.00	9.00	5.00	8.00	2.00	10.00	10.00	11.00	peptidylprolyl isomerase
lcl|NC_010612.1_cds_WP_012392020.1_12	MMAR_RS00075	MMAR_RS00075	1.00	1.00	1.00	3.00	5.00	0.00	0.00	0.00	2.00	PH domain-containing protein
lcl|NC_010612.1_cds_WP_011738418.1_13	MMAR_RS00080	crgA	2.00	1.00	1.00	0.00	1.00	2.00	2.00	2.00	1.00	cell division protein CrgA
lcl|NC_010612.1_cds_WP_012392021.1_14	MMAR_RS00085	MMAR_RS00085	2.00	2.00	0.00	2.00	3.00	1.00	2.00	2.00	1.00	DUF881 domain-containing protein
lcl|NC_010612.1_cds_WP_012392022.1_15	MMAR_RS00090	MMAR_RS00090	3.00	5.00	1.00	3.00	6.00	1.00	3.00	3.00	5.00	aminodeoxychorismate/anthranilate synthase component II
lcl|NC_010612.1_cds_WP_012392023.1_16	MMAR_RS00095	pknB	8.00	9.00	9.00	11.00	19.00	3.00	8.00	8.00	10.00	Stk1 family PASTA domain-containing Ser/Thr kinase
lcl|NC_010612.1_cds_WP_012392024.1_17	MMAR_RS00100	MMAR_RS00100	5.00	4.00	6.00	2.00	6.00	0.00	2.00	2.00	5.00	serine/threonine-protein kinase
lcl|NC_010612.1_cds_WP_012392025.1_18	MMAR_RS00105	pbpA	2.00	2.00	7.00	3.00	4.00	3.00	5.00	5.00	0.00	D,D-transpeptidase PbpA
lcl|NC_010612.1_cds_WP_012392026.1_19	MMAR_RS00110	MMAR_RS00110	2.00	3.00	3.00	2.00	4.00	1.00	0.00	0.00	4.00	FtsW/RodA/SpoVE family cell cycle protein
lcl|NC_010612.1_cds_WP_012392027.1_20	MMAR_RS00115	MMAR_RS00115	10.00	8.00	5.00	4.00	2.00	1.00	8.00	8.00	3.00	PP2C family protein-serine/threonine phosphatase
lcl|NC_010612.1_cds_WP_012392028.1_21	MMAR_RS00120	MMAR_RS00120	3.00	1.00	3.00	2.00	4.00	2.00	5.00	5.00	2.00	FHA domain-containing protein FhaB/FipA
lcl|NC_010612.1_cds_WP_012392029.1_22	MMAR_RS00125	MMAR_RS00125	6.00	9.00	6.00	9.00	9.00	6.00	18.00	18.00	8.00	FHA domain-containing protein
lcl|NC_010612.1_cds_WP_237708381.1_23	MMAR_RS00140	MMAR_RS00140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ImmA/IrrE family metallo-endopeptidase
lcl|NC_010612.1_cds_WP_237708382.1_24	MMAR_RS00145	MMAR_RS00145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3 protein
lcl|NC_010612.1_cds_WP_012392033.1_25	MMAR_RS00150	MMAR_RS00150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392034.1_26	MMAR_RS00155	MMAR_RS00155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	thymidylate synthase
lcl|NC_010612.1_cds_WP_012392035.1_27	MMAR_RS00160	MMAR_RS00160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	DUF4031 domain-containing protein
lcl|NC_010612.1_cds_WP_012392036.1_28	MMAR_RS00165	MMAR_RS00165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_237708383.1_29	MMAR_RS00175	MMAR_RS00175	1.00	0.00	2.00	1.00	0.00	1.00	2.00	2.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012392038.1_30	MMAR_RS00180	yaaA	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	peroxide stress protein YaaA
lcl|NC_010612.1_cds_WP_012392039.1_31	MMAR_RS00185	MMAR_RS00185	3.00	0.00	3.00	1.00	1.00	0.00	2.00	2.00	2.00	glycine betaine ABC transporter substrate-binding protein
lcl|NC_010612.1_cds_WP_261899376.1_32	MMAR_RS00190	MMAR_RS00190	2.00	2.00	0.00	0.00	5.00	0.00	1.00	1.00	1.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012392041.1_33	MMAR_RS00195	MMAR_RS00195	2.00	1.00	1.00	2.00	1.00	0.00	3.00	3.00	0.00	ABC transporter ATP-binding protein
lcl|NC_010612.1_cds_WP_041325051.1_34	MMAR_RS00200	MMAR_RS00200	2.00	1.00	1.00	6.00	6.00	3.00	3.00	3.00	2.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012392043.1_35	MMAR_RS00205	MMAR_RS00205	7.00	4.00	4.00	13.00	7.00	3.00	2.00	2.00	2.00	cold-shock protein
lcl|NC_010612.1_cds_WP_012392044.1_36	MMAR_RS00210	MMAR_RS00210	7.00	5.00	5.00	8.00	5.00	4.00	4.00	4.00	5.00	dipeptidase
lcl|NC_010612.1_cds_WP_237708475.1_37	MMAR_RS00215	MMAR_RS00215	2.00	2.00	2.00	2.00	3.00	0.00	1.00	1.00	2.00	ammonium transporter
lcl|NC_010612.1_cds_WP_012392046.1_38	MMAR_RS00220	MMAR_RS00220	1.00	0.00	1.00	1.00	1.00	2.00	1.00	1.00	2.00	GNAT family N-acetyltransferase
lcl|NC_010612.1_cds_WP_012392047.1_39	MMAR_RS00225	MMAR_RS00225	1.00	1.00	5.00	3.00	3.00	1.00	1.00	1.00	0.00	pirin family protein
lcl|NC_010612.1_cds_WP_012392048.1_40	MMAR_RS00230	MMAR_RS00230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	WhiB family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392049.1_41	MMAR_RS00235	MMAR_RS00235	0.00	0.00	1.00	3.00	2.00	1.00	3.00	3.00	0.00	helix-turn-helix domain-containing protein
lcl|NC_010612.1_cds_WP_012392050.1_42	MMAR_RS00240	MMAR_RS00240	0.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	C40 family peptidase
lcl|NC_010612.1_cds_WP_012392051.1_43	MMAR_RS00245	MMAR_RS00245	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	DUF4226 domain-containing protein
lcl|NC_010612.1_cds_WP_012392052.1_44	MMAR_RS00250	MMAR_RS00250	1.00	0.00	0.00	0.00	3.00	0.00	1.00	1.00	0.00	DUF4226 domain-containing protein
lcl|NC_010612.1_cds_WP_012392053.1_45	MMAR_RS00255	MMAR_RS00255	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	ESX-1 secretion-associated protein
lcl|NC_010612.1_cds_WP_012392054.1_46	MMAR_RS00260	MMAR_RS00260	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	DUF2694 family protein
lcl|NC_010612.1_cds_WP_020727578.1_47	MMAR_RS29615	MMAR_RS29615	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392055.1_48	MMAR_RS00265	MMAR_RS00265	0.00	4.00	1.00	2.00	3.00	0.00	3.00	3.00	0.00	DUF5631 domain-containing protein
lcl|NC_010612.1_cds_WP_012392056.1_49	MMAR_RS00270	MMAR_RS00270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	DUF2710 family protein
lcl|NC_010612.1_cds_WP_020731219.1_50	MMAR_RS00275	MMAR_RS00275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392058.1_51	MMAR_RS00280	MMAR_RS00280	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	TIGR03084 family metal-binding protein
lcl|NC_010612.1_cds_WP_012392059.1_52	MMAR_RS00285	MMAR_RS00285	2.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	3.00	MFS transporter
lcl|NC_010612.1_cds_WP_085979850.1_53	MMAR_RS00290	MMAR_RS00290	3.00	6.00	2.00	2.00	3.00	0.00	7.00	7.00	5.00	YqgE/AlgH family protein
lcl|NC_010612.1_cds_WP_237708384.1_54	MMAR_RS00295	MMAR_RS00295	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	bile acid:sodium symporter family protein
lcl|NC_010612.1_cds_WP_012392061.1_55	MMAR_RS00300	MMAR_RS00300	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392062.1_56	MMAR_RS00305	MMAR_RS00305	3.00	3.00	1.00	2.00	13.00	3.00	10.00	10.00	2.00	LpqN/LpqT family lipoprotein
lcl|NC_010612.1_cds_WP_012392063.1_57	MMAR_RS00310	leuS	11.00	1.00	1.00	5.00	3.00	1.00	6.00	6.00	3.00	leucine--tRNA ligase
lcl|NC_010612.1_cds_WP_012392064.1_58	MMAR_RS00315	MMAR_RS00315	2.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012392065.1_59	MMAR_RS00320	MMAR_RS00320	6.00	8.00	6.00	8.00	4.00	4.00	5.00	5.00	5.00	MarR family winged helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012392066.1_60	MMAR_RS00325	MMAR_RS00325	0.00	1.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	amino acid ABC transporter ATP-binding protein
lcl|NC_010612.1_cds_WP_012392067.1_61	MMAR_RS00330	MMAR_RS00330	1.00	0.00	2.00	1.00	0.00	0.00	1.00	1.00	3.00	ABC transporter substrate-binding protein/permease
lcl|NC_010612.1_cds_WP_012392068.1_62	MMAR_RS00335	MMAR_RS00335	4.00	3.00	3.00	3.00	0.00	0.00	5.00	5.00	1.00	GntR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392069.1_63	MMAR_RS00340	MMAR_RS00340	0.00	2.00	4.00	4.00	2.00	2.00	6.00	6.00	2.00	LLM class F420-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012392070.1_64	MMAR_RS00345	MMAR_RS00345	1.00	0.00	1.00	5.00	7.00	1.00	2.00	2.00	0.00	Rv0045c family esterase
lcl|NC_010612.1_cds_WP_012392071.1_65	MMAR_RS00350	MMAR_RS00350	24.00	8.00	12.00	52.00	93.00	13.00	19.00	19.00	7.00	inositol-3-phosphate synthase
lcl|NC_010612.1_cds_WP_011738463.1_66	MMAR_RS00355	MMAR_RS00355	5.00	8.00	2.00	23.00	35.00	12.00	11.00	11.00	5.00	PadR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392072.1_67	MMAR_RS00360	MMAR_RS00360	3.00	0.00	0.00	1.00	3.00	0.00	3.00	3.00	0.00	DUF1707 SHOCT-like domain-containing protein
lcl|NC_010612.1_cds_WP_012392073.1_68	MMAR_RS00365	MMAR_RS00365	3.00	2.00	4.00	2.00	9.00	0.00	4.00	4.00	1.00	DUF5318 family protein
lcl|NC_010612.1_cds_WP_103759367.1_69	MMAR_RS00370	MMAR_RS00370	19.00	10.00	16.00	9.00	9.00	7.00	22.00	22.00	16.00	transglycosylase domain-containing protein
lcl|NC_010612.1_cds_WP_012392075.1_70	MMAR_RS00375	MMAR_RS00375	4.00	1.00	3.00	3.00	3.00	1.00	1.00	1.00	2.00	glycosyltransferase family 87 protein
lcl|NC_010612.1_cds_WP_012392076.1_71	MMAR_RS00380	MMAR_RS00380	1.00	0.00	2.00	0.00	1.00	0.00	1.00	1.00	0.00	DJ-1/PfpI family protein
lcl|NC_010612.1_cds_WP_011738469.1_72	MMAR_RS00385	rpsF	1.00	1.00	6.00	1.00	9.00	3.00	5.00	5.00	7.00	30S ribosomal protein S6
lcl|NC_010612.1_cds_WP_012392077.1_73	MMAR_RS00390	MMAR_RS00390	4.00	9.00	5.00	4.00	10.00	1.00	4.00	4.00	1.00	single-stranded DNA-binding protein
lcl|NC_010612.1_cds_WP_011738471.1_74	MMAR_RS00395	rpsR	3.00	3.00	1.00	5.00	2.00	2.00	3.00	3.00	2.00	30S ribosomal protein S18
lcl|NC_010612.1_cds_WP_012392078.1_75	MMAR_RS00400	rplI	6.00	3.00	7.00	7.00	9.00	4.00	10.00	10.00	1.00	50S ribosomal protein L9
lcl|NC_010612.1_cds_WP_012392079.1_76	MMAR_RS00405	dnaB	9.00	13.00	13.00	13.00	13.00	6.00	9.00	9.00	4.00	replicative DNA helicase
lcl|NC_010612.1_cds_WP_237708385.1_77	MMAR_RS27975	MMAR_RS27975	3.00	2.00	1.00	2.00	2.00	3.00	2.00	2.00	6.00	serine hydrolase
lcl|NC_010612.1_cds_WP_012392081.1_78	MMAR_RS00410	MMAR_RS00410	4.00	4.00	2.00	2.00	2.00	6.00	0.00	0.00	0.00	DUF3297 family protein
lcl|NC_010612.1_cds_WP_012392083.1_79	MMAR_RS00415	MMAR_RS00415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	xanthine dehydrogenase family protein molybdopterin-binding subunit
lcl|NC_010612.1_cds_WP_012392084.1_80	MMAR_RS00420	MMAR_RS00420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAD binding domain-containing protein
lcl|NC_010612.1_cds_WP_012392085.1_81	MMAR_RS00425	MMAR_RS00425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	(2Fe-2S)-binding protein
lcl|NC_010612.1_cds_WP_012392086.1_82	MMAR_RS00430	MMAR_RS00430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012392087.1_83	MMAR_RS00435	MMAR_RS00435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	short chain dehydrogenase
lcl|NC_010612.1_cds_WP_012392088.1_84	MMAR_RS00440	MMAR_RS00440	2.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012392089.1_85	MMAR_RS00445	MMAR_RS00445	2.00	3.00	1.00	1.00	0.00	1.00	3.00	3.00	2.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012392090.1_86	MMAR_RS00450	MMAR_RS00450	1.00	1.00	4.00	0.00	1.00	2.00	0.00	0.00	1.00	GNAT family N-acetyltransferase
lcl|NC_010612.1_cds_WP_012392091.1_87	MMAR_RS00455	MMAR_RS00455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_MMAR_RS27980_88	MMAR_RS27980	MMAR_RS27980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	class I SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_085979851.1_89	MMAR_RS00460	MMAR_RS00460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	IS3-like element ISMyma1 family transposase
lcl|NC_010612.1_cds_WP_012392095.1_90	MMAR_RS00470	MMAR_RS00470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_041324189.1_91	MMAR_RS00475	MMAR_RS00475	4.00	2.00	1.00	1.00	5.00	1.00	0.00	0.00	0.00	DHA2 family efflux MFS transporter permease subunit
lcl|NC_010612.1_cds_WP_012392097.1_92	MMAR_RS00480	MMAR_RS00480	1.00	3.00	1.00	3.00	0.00	1.00	1.00	1.00	0.00	MMPL/RND family transporter
lcl|NC_010612.1_cds_WP_012392098.1_93	MMAR_RS00485	MMAR_RS00485	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	MmpS family transport accessory protein
lcl|NC_010612.1_cds_WP_020727606.1_94	MMAR_RS00490	MMAR_RS00490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	MbtH family protein
lcl|NC_010612.1_cds_WP_012392101.1_95	MMAR_RS00495	MMAR_RS00495	4.00	0.00	1.00	2.00	0.00	2.00	1.00	1.00	1.00	type I polyketide synthase
lcl|NC_010612.1_cds_WP_456320097.1_96	MMAR_RS00500	MMAR_RS00500	6.00	1.00	2.00	7.00	14.00	4.00	1.00	1.00	1.00	non-ribosomal peptide synthetase
lcl|NC_010612.1_cds_WP_012392103.1_97	MMAR_RS00505	MMAR_RS00505	1.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00	0.00	chorismate--pyruvate lyase family protein
lcl|NC_010612.1_cds_WP_012392104.1_98	MMAR_RS00510	MMAR_RS00510	5.00	3.00	0.00	2.63	8.21	0.00	0.00	0.00	0.00	type I polyketide synthase
lcl|NC_010612.1_cds_WP_237708477.1_99	MMAR_RS00515	MMAR_RS00515	0.00	4.00	1.00	1.37	4.79	2.00	0.00	0.00	1.00	type I polyketide synthase
lcl|NC_010612.1_cds_WP_020731255.1_100	MMAR_RS00520	MMAR_RS00520	2.00	3.00	0.00	7.00	1.00	1.00	3.00	3.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_237708386.1_101	MMAR_RS00525	MMAR_RS00525	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	phenylacetate--CoA ligase family protein
lcl|NC_010612.1_cds_WP_012392108.1_102	MMAR_RS00530	MMAR_RS00530	2.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	2TM domain-containing protein
lcl|NC_010612.1_cds_WP_012392109.1_103	MMAR_RS00535	MMAR_RS00535	3.00	3.00	0.00	5.00	1.00	0.00	4.00	4.00	2.00	fused (3R)-hydroxyacyl-ACP dehydratase subunits HadA/HadB
lcl|NC_010612.1_cds_WP_237708478.1_104	MMAR_RS00540	MMAR_RS00540	4.00	5.00	2.00	4.00	3.00	2.00	2.00	2.00	1.00	glycoside hydrolase family 6 protein
lcl|NC_010612.1_cds_WP_012392111.1_105	MMAR_RS00545	MMAR_RS00545	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392112.1_106	MMAR_RS00550	MMAR_RS00550	3.00	1.00	3.00	1.00	1.00	2.00	0.00	0.00	3.00	LOG family protein
lcl|NC_010612.1_cds_WP_012392113.1_107	MMAR_RS00555	MMAR_RS00555	1.00	8.00	3.00	3.00	2.00	2.00	3.00	3.00	2.00	FAD-binding oxidoreductase
lcl|NC_010612.1_cds_WP_012392114.1_108	MMAR_RS00560	MMAR_RS00560	2.00	3.00	6.00	0.00	2.00	0.00	2.00	2.00	0.00	PE family protein
lcl|NC_010612.1_cds_WP_038578190.1_109	MMAR_RS00565	MMAR_RS00565	1.00	0.00	0.00	2.00	0.00	0.00	1.00	1.00	0.00	haloalkane dehalogenase
lcl|NC_010612.1_cds_WP_181013040.1_110	MMAR_RS29620	MMAR_RS29620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392117.1_111	MMAR_RS00570	MMAR_RS00570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392118.1_112	MMAR_RS00575	MMAR_RS00575	1.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_041324193.1_113	MMAR_RS00580	MMAR_RS00580	2.00	2.00	0.00	1.00	1.00	2.00	1.00	1.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392120.1_114	MMAR_RS00585	MMAR_RS00585	1.00	3.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_041324196.1_115	MMAR_RS00590	MMAR_RS00590	2.00	3.00	2.00	9.00	9.00	3.00	1.00	1.00	1.00	nitroreductase family protein
lcl|NC_010612.1_cds_WP_012392122.1_116	MMAR_RS00595	MMAR_RS00595	2.00	1.00	6.00	4.00	7.00	1.00	2.00	2.00	1.00	AAA family ATPase
lcl|NC_010612.1_cds_WP_012392123.1_117	MMAR_RS00600	MMAR_RS00600	9.00	5.00	3.00	6.00	2.00	4.00	4.00	4.00	4.00	FdhF/YdeP family oxidoreductase
lcl|NC_010612.1_cds_WP_012392124.1_118	MMAR_RS00605	MMAR_RS00605	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012392125.1_119	MMAR_RS00610	MMAR_RS00610	3.00	0.00	3.00	2.00	5.00	4.00	2.00	2.00	4.00	LuxR family transcriptional regulator
lcl|NC_010612.1_cds_WP_020727633.1_120	MMAR_RS00615	MMAR_RS00615	2.00	2.00	3.00	0.00	4.00	3.00	1.00	1.00	2.00	quinone oxidoreductase family protein
lcl|NC_010612.1_cds_WP_235065646.1_121	MMAR_RS00620	MMAR_RS00620	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	MarR family winged helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012392128.1_122	MMAR_RS00625	MMAR_RS00625	1.00	2.00	2.00	3.00	3.00	2.00	2.00	2.00	2.00	SCO6745 family protein
lcl|NC_010612.1_cds_WP_012392129.1_123	MMAR_RS00630	MMAR_RS00630	3.00	1.00	2.00	3.00	4.00	2.00	2.00	2.00	2.00	NDMA-dependent alcohol dehydrogenase
lcl|NC_010612.1_cds_WP_012392130.1_124	MMAR_RS00635	MMAR_RS00635	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2Fe-2S iron-sulfur cluster-binding protein
lcl|NC_010612.1_cds_WP_012392131.1_125	MMAR_RS00640	MMAR_RS00640	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	MmoB/DmpM family protein
lcl|NC_010612.1_cds_WP_012392132.1_126	MMAR_RS00645	MMAR_RS00645	0.00	1.00	0.00	0.00	1.00	0.00	2.00	2.00	0.00	aromatic/alkene monooxygenase hydroxylase subunit beta
lcl|NC_010612.1_cds_WP_012392133.1_127	MMAR_RS00650	MMAR_RS00650	3.00	3.00	2.00	5.00	3.00	0.00	4.00	4.00	2.00	aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha
lcl|NC_010612.1_cds_WP_041325069.1_128	MMAR_RS00655	MMAR_RS00655	1.00	0.00	1.00	2.00	1.00	1.00	1.00	1.00	0.00	response regulator transcription factor
lcl|NC_010612.1_cds_WP_012392135.1_129	MMAR_RS00660	MMAR_RS00660	2.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	3.00	GAF domain-containing sensor histidine kinase
lcl|NC_010612.1_cds_WP_012392136.1_130	MMAR_RS00665	MMAR_RS00665	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392137.1_131	MMAR_RS00670	MMAR_RS00670	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	NUDIX hydrolase
lcl|NC_010612.1_cds_WP_012392138.1_132	MMAR_RS00675	MMAR_RS00675	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	MFS transporter
lcl|NC_010612.1_cds_WP_012392139.1_133	MMAR_RS00680	MMAR_RS00680	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	YdeI/OmpD-associated family protein
lcl|NC_010612.1_cds_WP_012392140.1_134	MMAR_RS00685	MMAR_RS00685	5.00	1.00	0.00	13.00	5.00	1.00	1.00	1.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012392141.1_135	MMAR_RS00690	MMAR_RS00690	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012392142.1_136	MMAR_RS00695	MMAR_RS00695	2.00	0.00	0.00	2.00	4.00	0.00	0.00	0.00	1.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_011742432.1_137	MMAR_RS00700	MMAR_RS00700	3.00	1.00	2.00	1.00	3.00	0.00	1.00	1.00	0.00	TetR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392143.1_138	MMAR_RS00705	MMAR_RS00705	6.00	6.00	6.00	2.00	6.00	6.00	5.00	5.00	7.00	thiolase family protein
lcl|NC_010612.1_cds_WP_012392144.1_139	MMAR_RS00710	MMAR_RS00710	3.00	5.00	5.00	2.00	6.00	1.00	4.00	4.00	3.00	Zn-ribbon domain-containing OB-fold protein
lcl|NC_010612.1_cds_WP_012392145.1_140	MMAR_RS00715	MMAR_RS00715	8.00	2.00	3.00	5.00	12.00	7.00	15.00	15.00	9.00	DUF5313 domain-containing protein
lcl|NC_010612.1_cds_WP_011742428.1_141	MMAR_RS00720	MMAR_RS00720	5.00	15.00	7.00	11.00	18.00	15.00	10.00	10.00	9.00	MarR family winged helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012392146.1_142	MMAR_RS00725	MMAR_RS00725	3.00	1.00	2.00	2.00	0.00	0.00	2.00	2.00	0.00	AAA family ATPase
lcl|NC_010612.1_cds_WP_012392147.1_143	MMAR_RS00730	MMAR_RS00730	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	CPBP family intramembrane glutamic endopeptidase
lcl|NC_010612.1_cds_WP_012392148.1_144	MMAR_RS00735	MMAR_RS00735	0.00	1.00	0.00	1.00	13.00	0.00	0.00	0.00	0.00	glycosyltransferase
lcl|NC_010612.1_cds_WP_012392149.1_145	MMAR_RS00740	MMAR_RS00740	31.00	1.00	3.00	109.00	203.00	21.00	4.00	4.00	2.00	acyl-CoA dehydrogenase family protein
