gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_RS03350	MMAR_RS03350	hypothetical protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS28060	MMAR_RS28060	esterase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS31065	MMAR_RS31065	hypothetical protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS03390	MMAR_RS03390	O-succinylhomoserine sulfhydrylase	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS03405	MMAR_RS03405	choline/carnitine O-acyltransferase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS03425	MMAR_RS03425	hypothetical protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS03460	MMAR_RS03460	LLM class flavin-dependent oxidoreductase	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS03495	fgd	glucose-6-phosphate dehydrogenase (coenzyme-F420)	General	-0.5079	2.9916e-01	5.1705e-01	NO
MMAR_RS03510	MMAR_RS03510	endonuclease domain-containing protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS03545	thiS	sulfur carrier protein ThiS	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS03725	MMAR_RS03725	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS03755	MMAR_RS03755	capsule stability/integrity protein PPE10	General	0.9276	2.7760e-01	5.1705e-01	NO
MMAR_RS03920	MMAR_RS03920	cyclopropane mycolic acid synthase family methyltransferase	General	0.4286	3.1431e-01	5.1705e-01	NO
MMAR_RS04080	MMAR_RS04080	thioesterase family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS04105	cmaA2	cyclopropane mycolic acid synthase CmaA2	General	0.7855	2.9671e-01	5.1705e-01	NO
MMAR_RS30125	MMAR_RS30125	IS1634 family transposase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS04270	MMAR_RS04270	APC family permease	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS04320	MMAR_RS04320	1,4-dihydroxy-2-naphthoate polyprenyltransferase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS04345	MMAR_RS04345	glycosyltransferase family 2 protein	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS04350	MMAR_RS04350	TIGR04282 family arsenosugar biosynthesis glycosyltransferase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS04365	MMAR_RS04365	DUF3349 domain-containing protein	General	-2.7287	2.8481e-01	5.1705e-01	NO
MMAR_RS04415	MMAR_RS04415	o-succinylbenzoate synthase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS04515	MMAR_RS04515	GNAT family N-acetyltransferase	General	2.6465	2.7916e-01	5.1705e-01	NO
MMAR_RS04570	MMAR_RS04570	TetR/AcrR family transcriptional regulator	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS31075	MMAR_RS31075	AfsR/SARP family transcriptional regulator	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS04615	MMAR_RS04615	FAD-binding domain	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS04635	MMAR_RS04635	PE family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS04650	MMAR_RS04650	Mut7-C RNAse domain-containing protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS04730	MMAR_RS04730	DUF8453 domain-containing protein	General	0.2960	2.8560e-01	5.1705e-01	NO
MMAR_RS04855	MMAR_RS04855	DUF7158 domain-containing protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS04870	MMAR_RS04870	PE family protein	General	-2.2565	3.2599e-01	5.1705e-01	NO
MMAR_RS04965	MMAR_RS04965	GbsR/MarR family transcriptional regulator	General	-0.9755	2.7878e-01	5.1705e-01	NO
MMAR_RS05060	mftG	mycofactocin dehydrogenase MftG	General	1.9143	3.0827e-01	5.1705e-01	NO
MMAR_RS05195	rplR	50S ribosomal protein L18	General	2.8984	2.9448e-01	5.1705e-01	NO
MMAR_RS05265	MMAR_RS05265	NAD(P)-dependent oxidoreductase	General	-2.0118	2.8450e-01	5.1705e-01	NO
MMAR_RS05270	MMAR_RS05270	xylulokinase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS05435	mycP4	type VII secretion system ESX-4 serine protease mycosin MycP4	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS05455	MMAR_RS05455	WXG100 family type VII secretion target	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS05460	MMAR_RS05460	WXG100 family type VII secretion target	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS05480	MMAR_RS05480	type VII secretion target	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS05545	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS05550	rimI	ribosomal protein S18-alanine N-acetyltransferase	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS05585	MMAR_RS05585	PPE family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS05600	MMAR_RS05600	hypothetical protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS05660	MMAR_RS05660	nuclear transport factor 2 family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS05685	MMAR_RS05685	hypothetical protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS05690	MMAR_RS05690	DnaE2-dependent mutagenesis accessory factor ImuA'	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS05725	MMAR_RS05725	wax ester/triacylglycerol synthase domain-containing protein	General	-0.5851	2.9663e-01	5.1705e-01	NO
MMAR_RS05750	MMAR_RS05750	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS05760	MMAR_RS05760	class I SAM-dependent methyltransferase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS05915	MMAR_RS05915	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS05935	MMAR_RS05935	PE family protein	General	-2.4489	2.8306e-01	5.1705e-01	NO
MMAR_RS31285	MMAR_RS31285	PE family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS06020	MMAR_RS06020	alkaline phosphatase family protein	General	0.9731	2.8572e-01	5.1705e-01	NO
MMAR_RS06050	MMAR_RS06050	endonuclease domain-containing protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS06085	MMAR_RS06085	cation-translocating P-type ATPase	General	0.4201	2.9657e-01	5.1705e-01	NO
MMAR_RS06110	MMAR_RS06110	DUF732 domain-containing protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS06120	MMAR_RS06120	PPE family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS06260	MMAR_RS06260	sensor histidine kinase	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS06315	rfbD	dTDP-4-dehydrorhamnose reductase	General	2.2847	3.2007e-01	5.1705e-01	NO
MMAR_RS06410	ahcY	adenosylhomocysteinase	General	-0.7146	2.9356e-01	5.1705e-01	NO
MMAR_RS06425	MMAR_RS06425	dTMP kinase	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS06580	espB	EspB family ESX-1 secretion system-associated protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS06585	MMAR_RS06585	YbaB/EbfC family nucleoid-associated protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS06600	MMAR_RS06600	SDR family oxidoreductase	General	2.4359	2.7974e-01	5.1705e-01	NO
MMAR_RS06680	MMAR_RS06680	DUF3107 domain-containing protein	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS06705	MMAR_RS06705	MGMT family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS06825	MMAR_RS06825	TIGR03619 family F420-dependent LLM class oxidoreductase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS06835	prpD	2-methylcitrate dehydratase PrpD	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS06890	MMAR_RS06890	TIGR03617 family F420-dependent LLM class oxidoreductase	General	2.2346	2.8044e-01	5.1705e-01	NO
MMAR_RS06900	MMAR_RS06900	Rv3169 family protein	General	-0.9741	3.0031e-01	5.1705e-01	NO
MMAR_RS06945	MMAR_RS06945	hypothetical protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS07300	MMAR_RS07300	NADH-quinone oxidoreductase subunit G	General	1.3863	3.0418e-01	5.1705e-01	NO
MMAR_RS07355	MMAR_RS07355	nuclear transport factor 2 family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS07415	MMAR_RS07415	amidohydrolase family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS07560	ftsE	cell division ATP-binding protein FtsE	General	0.6966	3.1332e-01	5.1705e-01	NO
MMAR_RS07615	MMAR_RS07615	VOC family protein	General	2.3671	2.7697e-01	5.1705e-01	NO
MMAR_RS07675	MMAR_RS07675	cellulase family glycosylhydrolase	General	-0.9199	3.0441e-01	5.1705e-01	NO
MMAR_RS07685	MMAR_RS07685	acyl-CoA dehydrogenase family protein	General	-3.3253	3.1724e-01	5.1705e-01	NO
MMAR_RS07690	MMAR_RS07690	LLM class F420-dependent oxidoreductase	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS07745	MMAR_RS07745	SDR family NAD(P)-dependent oxidoreductase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS07830	MMAR_RS07830	DUF488 domain-containing protein	General	2.2808	3.2590e-01	5.1705e-01	NO
MMAR_RS07850	crcB	fluoride efflux transporter CrcB	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS07930	MMAR_RS07930	GMC family oxidoreductase	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS07935	MMAR_RS07935	PucR family transcriptional regulator	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS07940	MMAR_RS07940	lysophospholipid acyltransferase family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS07995	MMAR_RS07995	Hsp70 family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS08015	MMAR_RS08015	hypothetical protein	General	1.9853	2.8344e-01	5.1705e-01	NO
MMAR_RS08035	MMAR_RS08035	SDR family NAD(P)-dependent oxidoreductase	General	-2.4316	3.2537e-01	5.1705e-01	NO
MMAR_RS08040	MMAR_RS08040	acyl-CoA dehydrogenase family protein	General	2.2482	3.0410e-01	5.1705e-01	NO
MMAR_RS08055	MMAR_RS08055	Zn-ribbon domain-containing OB-fold protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS08200	MMAR_RS08200	proton-conducting transporter transmembrane domain-containing protein	General	-2.0454	3.2687e-01	5.1705e-01	NO
MMAR_RS08205	MMAR_RS08205	hydrogenase large subunit	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS08220	MMAR_RS08220	enoyl-CoA hydratase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS08230	MMAR_RS08230	THUMP-like domain-containing protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS08255	MMAR_RS08255	alpha/beta hydrolase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS08410	MMAR_RS08410	MMPL/RND family transporter	General	0.9731	2.8572e-01	5.1705e-01	NO
MMAR_RS08415	MMAR_RS08415	ACT domain-containing protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS08420	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS08440	MMAR_RS08440	flavin reductase family protein	General	2.0035	2.7616e-01	5.1705e-01	NO
MMAR_RS08605	MMAR_RS08605	uracil-DNA glycosylase	General	-2.1656	3.2635e-01	5.1705e-01	NO
MMAR_RS08670	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS08845	smc	chromosome segregation protein SMC	General	0.7575	2.7551e-01	5.1705e-01	NO
MMAR_RS08855	MMAR_RS08855	ammonium transporter	General	0.9233	2.8404e-01	5.1705e-01	NO
MMAR_RS08880	ffh	signal recognition particle protein	General	0.7579	3.0174e-01	5.1705e-01	NO
MMAR_RS08945	lepB	signal peptidase I	General	0.6546	2.7982e-01	5.1705e-01	NO
MMAR_RS09040	MMAR_RS09040	lysophospholipid acyltransferase family protein	General	-2.4489	2.8306e-01	5.1705e-01	NO
MMAR_RS09085	MMAR_RS09085	DUF2631 domain-containing protein	General	0.7907	2.7677e-01	5.1705e-01	NO
MMAR_RS09120	MMAR_RS09120	penicillin-binding transpeptidase domain-containing protein	General	1.1608	3.0123e-01	5.1705e-01	NO
MMAR_RS09130	map	type I methionyl aminopeptidase	General	0.7423	3.1643e-01	5.1705e-01	NO
MMAR_RS09140	MMAR_RS09140	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein	General	1.9963	3.0558e-01	5.1705e-01	NO
MMAR_RS09210	MMAR_RS09210	D-sedoheptulose-7-phosphate isomerase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS09290	MMAR_RS09290	AMP-binding protein	General	0.2697	2.7790e-01	5.1705e-01	NO
MMAR_RS09315	MMAR_RS09315	GNAT family N-acetyltransferase	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS09395	MMAR_RS09395	MATE family efflux transporter	General	-2.2565	3.2599e-01	5.1705e-01	NO
MMAR_RS09430	MMAR_RS09430	PPE family protein	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS09440	MMAR_RS09440	DUF2277 family protein	General	-2.0142	2.9796e-01	5.1705e-01	NO
MMAR_RS09445	MMAR_RS09445	DUF1802 family protein	General	1.9963	3.0558e-01	5.1705e-01	NO
MMAR_RS09510	mntR	manganese-binding transcriptional regulator MntR	General	2.3342	3.2086e-01	5.1705e-01	NO
MMAR_RS29715	MMAR_RS29715	flavodoxin family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS09640	MMAR_RS09640	GMC oxidoreductase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS09715	MMAR_RS09715	restriction endonuclease subunit S	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS09795	MMAR_RS09795	(2Fe-2S)-binding protein	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS10010	MMAR_RS10010	OB-fold nucleic acid binding domain-containing protein	General	-0.6802	3.3097e-01	5.1705e-01	NO
MMAR_RS10030	MMAR_RS10030	APC family permease	General	2.0914	3.2315e-01	5.1705e-01	NO
MMAR_RS10055	MMAR_RS10055	ArsB/NhaD family transporter	General	1.0484	2.9628e-01	5.1705e-01	NO
MMAR_RS10125	MMAR_RS10125	class I SAM-dependent methyltransferase	General	0.7892	2.9684e-01	5.1705e-01	NO
MMAR_RS10265	MMAR_RS10265	acyl-CoA synthetase	General	0.7183	3.1066e-01	5.1705e-01	NO
MMAR_RS10305	MMAR_RS10305	alpha/beta hydrolase family protein	General	0.6852	2.8977e-01	5.1705e-01	NO
MMAR_RS10385	thrS	threonine--tRNA ligase	General	1.0642	3.2870e-01	5.1705e-01	NO
MMAR_RS10500	ruvA	Holliday junction branch migration protein RuvA	General	0.9731	2.8572e-01	5.1705e-01	NO
MMAR_RS10575	MMAR_RS10575	peptidylprolyl isomerase	General	2.3907	2.8862e-01	5.1705e-01	NO
MMAR_RS10715	MMAR_RS10715	helix-turn-helix domain-containing protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS10775	MMAR_RS10775	circularly permuted type 2 ATP-grasp protein	General	-0.7722	2.9636e-01	5.1705e-01	NO
MMAR_RS10810	ruvX	Holliday junction resolvase RuvX	General	-2.2381	3.2606e-01	5.1705e-01	NO
MMAR_RS10910	MMAR_RS10910	sulfotransferase domain-containing protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS10950	carB	carbamoyl-phosphate synthase large subunit	General	0.4636	3.2141e-01	5.1705e-01	NO
MMAR_RS10955	pyrF	orotidine-5'-phosphate decarboxylase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS11195	MMAR_RS11195	PE family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS11255	MMAR_RS11255	DcsG N-terminal domain-containing protein	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS11370	MMAR_RS11370	Rv1476 family membrane protein	General	2.1371	3.0824e-01	5.1705e-01	NO
MMAR_RS11420	MMAR_RS11420	NfeD family protein	General	-2.4982	3.0373e-01	5.1705e-01	NO
MMAR_RS11480	meaB	methylmalonyl Co-A mutase-associated GTPase MeaB	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS11490	MMAR_RS11490	dodecin	General	2.2808	3.2590e-01	5.1705e-01	NO
MMAR_RS11530	MMAR_RS11530	phytanoyl-CoA dioxygenase family protein	General	2.4744	3.2523e-01	5.1705e-01	NO
MMAR_RS11580	MMAR_RS11580	antibiotic biosynthesis monooxygenase family protein	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS11600	MMAR_RS11600	FGGY family carbohydrate kinase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS11675	MMAR_RS11675	condensation domain-containing protein	General	0.4969	2.8436e-01	5.1705e-01	NO
MMAR_RS11760	MMAR_RS11760	asparaginase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS11845	treZ	malto-oligosyltrehalose trehalohydrolase	General	2.2466	2.7847e-01	5.1705e-01	NO
MMAR_RS11895	bioB	biotin synthase BioB	General	0.6872	3.1571e-01	5.1705e-01	NO
MMAR_RS11955	priA	bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA	General	0.5992	2.8085e-01	5.1705e-01	NO
MMAR_RS11970	hisI	phosphoribosyl-AMP cyclohydrolase	General	1.9853	2.8344e-01	5.1705e-01	NO
MMAR_RS12155	MMAR_RS12155	MFS transporter	General	-0.9073	3.1889e-01	5.1705e-01	NO
MMAR_RS12200	lysX	bifunctional lysylphosphatidylglycerol synthetase/lysine--tRNA ligase LysX	General	0.8127	2.8306e-01	5.1705e-01	NO
MMAR_RS12240	MMAR_RS12240	rhomboid-like protein	General	1.4255	3.1143e-01	5.1705e-01	NO
MMAR_RS12285	argC	N-acetyl-gamma-glutamyl-phosphate reductase	General	0.7152	3.2616e-01	5.1705e-01	NO
MMAR_RS12375	MMAR_RS12375	Trm112 family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS12410	MMAR_RS12410	ABC transporter ATP-binding protein	General	-2.0118	2.8450e-01	5.1705e-01	NO
MMAR_RS12525	MMAR_RS12525	TIM barrel protein	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS12535	eboE	metabolite traffic protein EboE	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS12570	MMAR_RS12570	MbtH family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS12585	MMAR_RS12585	iron-containing redox enzyme family protein	General	-2.0107	2.7985e-01	5.1705e-01	NO
MMAR_RS12610	cmk	(d)CMP kinase	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS12765	MMAR_RS12765	aldose epimerase family protein	General	-1.8757	3.1470e-01	5.1705e-01	NO
MMAR_RS12770	MMAR_RS12770	transglutaminase-like domain-containing protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS12805	MMAR_RS12805	hypothetical protein	General	-2.1656	3.2635e-01	5.1705e-01	NO
MMAR_RS12940	MMAR_RS12940	SDR family NAD(P)-dependent oxidoreductase	General	2.4744	3.2523e-01	5.1705e-01	NO
MMAR_RS12960	MMAR_RS12960	PE family protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS12975	MMAR_RS12975	wax ester/triacylglycerol synthase family O-acyltransferase	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS12980	MMAR_RS12980	SDR family NAD(P)-dependent oxidoreductase	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS12985	MMAR_RS12985	PucR family transcriptional regulator	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS12990	MMAR_RS12990	2,4'-dihydroxyacetophenone dioxygenase family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS13010	MMAR_RS13010	serine/threonine-protein kinase	General	-2.6413	2.9908e-01	5.1705e-01	NO
MMAR_RS13035	MMAR_RS13035	DUF1254 domain-containing protein	General	-2.6911	3.2995e-01	5.1705e-01	NO
MMAR_RS13125	MMAR_RS13125	glycosyltransferase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS13135	MMAR_RS13135	cytochrome P450	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS30245	MMAR_RS30245	hypothetical protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS13160	MMAR_RS13160	DUF5073 family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS13235	MMAR_RS13235	TetR/AcrR family transcriptional regulator	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS13280	MMAR_RS13280	SRPBCC family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS13320	MMAR_RS13320	PPE family protein	General	-3.3253	3.1693e-01	5.1705e-01	NO
MMAR_RS13385	MMAR_RS13385	PPE family protein	General	-0.5803	3.0058e-01	5.1705e-01	NO
MMAR_RS30255	MMAR_RS30255	alpha/beta hydrolase fold domain-containing protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS13505	MMAR_RS13505	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS13530	MMAR_RS13530	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS13625	MMAR_RS13625	class I SAM-dependent methyltransferase	General	-2.4517	2.9400e-01	5.1705e-01	NO
MMAR_RS13645	MMAR_RS13645	alanine and proline-rich secreted protein Apa	General	2.4721	2.9000e-01	5.1705e-01	NO
MMAR_RS13795	MMAR_RS13795	nuclear transport factor 2 family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS13815	MMAR_RS13815	SRPBCC family protein	General	-0.4951	2.8402e-01	5.1705e-01	NO
MMAR_RS13975	MMAR_RS13975	hypothetical protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS14025	MMAR_RS14025	ArsR/SmtB family transcription factor	General	-2.0118	2.8450e-01	5.1705e-01	NO
MMAR_RS14080	lipD	lipase LipD	General	2.5060	2.8799e-01	5.1705e-01	NO
MMAR_RS29770	MMAR_RS29770	ATP-binding protein	General	2.2179	2.8202e-01	5.1705e-01	NO
MMAR_RS28435	MMAR_RS28435	GNAT family N-acetyltransferase	General	0.7681	3.2515e-01	5.1705e-01	NO
MMAR_RS14190	MMAR_RS14190	SDR family oxidoreductase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS14280	MMAR_RS14280	flavin reductase family protein	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS14345	MMAR_RS14345	MlaE family ABC transporter permease	General	-1.9093	3.2755e-01	5.1705e-01	NO
MMAR_RS14390	MMAR_RS14390	Rv1363c family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS14565	MMAR_RS14565	hypothetical protein	General	2.4470	3.0498e-01	5.1705e-01	NO
MMAR_RS14695	hrpA	ATP-dependent RNA helicase HrpA	General	1.9853	2.8344e-01	5.1705e-01	NO
MMAR_RS14735	MMAR_RS14735	hypothetical protein	General	2.1791	3.1550e-01	5.1705e-01	NO
MMAR_RS14775	MMAR_RS14775	YnfA family protein	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS14865	MMAR_RS14865	acyl-[acyl-carrier-protein	General	1.9963	3.0558e-01	5.1705e-01	NO
MMAR_RS14870	MMAR_RS14870	cytochrome P450	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS14880	MMAR_RS14880	LLM class flavin-dependent oxidoreductase	General	-0.6896	2.8088e-01	5.1705e-01	NO
MMAR_RS14920	MMAR_RS14920	acetyltransferase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS14975	MMAR_RS14975	OsmC family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS14990	MMAR_RS14990	PPE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS14995	MMAR_RS14995	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS15175	MMAR_RS15175	oxygenase MpaB family protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS15200	MMAR_RS15200	precorrin-2 C(20)-methyltransferase	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS30280	MMAR_RS30280	hypothetical protein	General	-1.9276	3.2745e-01	5.1705e-01	NO
MMAR_RS15425	MMAR_RS15425	DUF503 domain-containing protein	General	1.9853	2.8344e-01	5.1705e-01	NO
MMAR_RS15510	MMAR_RS15510	SDR family oxidoreductase	General	0.6008	2.9810e-01	5.1705e-01	NO
MMAR_RS30770	MMAR_RS30770	hypothetical protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS15825	MMAR_RS15825	IS256 family transposase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS31180	MMAR_RS31180	integrase core domain-containing protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS15930	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	General	1.8686	3.2686e-01	5.1705e-01	NO
MMAR_RS15965	mraZ	division/cell wall cluster transcriptional repressor MraZ	General	0.5377	3.2340e-01	5.1705e-01	NO
MMAR_RS16030	MMAR_RS16030	phosphomevalonate kinase	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS16035	mvaD	diphosphomevalonate decarboxylase	General	-2.2565	3.2599e-01	5.1705e-01	NO
MMAR_RS16065	MMAR_RS16065	class II 3-deoxy-7-phosphoheptulonate synthase	General	-0.7109	2.9397e-01	5.1705e-01	NO
MMAR_RS16260	sucB	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	General	0.6604	3.2586e-01	5.1705e-01	NO
MMAR_RS31185	MMAR_RS31185	hypothetical protein	General	1.9517	3.2733e-01	5.1705e-01	NO
MMAR_RS29795	MMAR_RS29795	MmpS family transport accessory protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS16325	MMAR_RS16325	NAD-dependent epimerase/dehydratase family protein	General	-1.6479	3.2915e-01	5.1705e-01	NO
MMAR_RS16330	MMAR_RS16330	carboxymuconolactone decarboxylase family protein	General	-1.7189	3.2867e-01	5.1705e-01	NO
MMAR_RS16370	MMAR_RS16370	ABC transporter ATP-binding protein	General	-1.9733	3.2722e-01	5.1705e-01	NO
MMAR_RS16405	MMAR_RS16405	PE family protein	General	-1.3988	3.3123e-01	5.1705e-01	NO
MMAR_RS16460	MMAR_RS16460	CYTH and CHAD domain-containing protein	General	2.3905	3.2389e-01	5.1705e-01	NO
