gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_RS09315	MMAR_RS09315	GNAT family N-acetyltransferase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS09320	MMAR_RS09320	magnesium chelatase subunit D family protein	General	4.1474	4.4338e-02	2.9757e-01	NO
MMAR_RS09330	MMAR_RS09330	cobyrinic acid a,c-diamide synthase CobB	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS09440	MMAR_RS09440	DUF2277 family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS09580	MMAR_RS09580	TetR/AcrR family transcriptional regulator	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS09660	MMAR_RS09660	PPE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS09715	MMAR_RS09715	restriction endonuclease subunit S	General	3.9299	5.5042e-02	2.9757e-01	NO
MMAR_RS09790	MMAR_RS09790	DUF3046 domain-containing protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS09890	MMAR_RS09890	peroxynitrite isomerase	General	-0.9726	4.5422e-02	2.9757e-01	NO
MMAR_RS09900	MMAR_RS09900	alpha/beta fold hydrolase	General	0.2119	5.4011e-02	2.9757e-01	NO
MMAR_RS10050	MMAR_RS10050	Rv2686c family ABC transporter permease subunit	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS10105	MMAR_RS10105	enoyl-CoA hydratase/isomerase family protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS10125	MMAR_RS10125	class I SAM-dependent methyltransferase	General	1.5278	4.8939e-02	2.9757e-01	NO
MMAR_RS10145	MMAR_RS10145	pyrimidine reductase family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS10180	MMAR_RS10180	tetratricopeptide repeat protein	General	4.0431	5.1746e-02	2.9757e-01	NO
MMAR_RS10315	MMAR_RS10315	hypothetical protein	General	0.8857	4.2991e-02	2.9757e-01	NO
MMAR_RS10410	MMAR_RS10410	NUDIX hydrolase	General	4.0434	5.2651e-02	2.9757e-01	NO
MMAR_RS10590	MMAR_RS10590	HNH endonuclease signature motif containing protein	General	0.8415	3.6339e-02	2.9757e-01	NO
MMAR_RS10690	MMAR_RS10690	HNH endonuclease signature motif containing protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS10705	MMAR_RS10705	patatin-like phospholipase family protein	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS10725	MMAR_RS10725	dihydrodipicolinate synthase family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS10870	MMAR_RS10870	hypothetical protein	General	4.5313	5.3305e-02	2.9757e-01	NO
MMAR_RS10910	MMAR_RS10910	sulfotransferase domain-containing protein	General	3.9299	5.5042e-02	2.9757e-01	NO
MMAR_RS11010	MMAR_RS11010	primosomal protein N'	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS11020	MMAR_RS11020	MarR family winged helix-turn-helix transcriptional regulator	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS11035	MMAR_RS11035	RsmB/NOP family class I SAM-dependent RNA methyltransferase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS11205	pgl	6-phosphogluconolactonase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS11280	MMAR_RS11280	helix-turn-helix transcriptional regulator	General	-0.3680	4.5715e-02	2.9757e-01	NO
MMAR_RS11325	MMAR_RS11325	PE family protein	General	1.1728	5.0946e-02	2.9757e-01	NO
MMAR_RS11335	MMAR_RS11335	thioredoxin family protein	General	-4.5363	4.5652e-02	2.9757e-01	NO
MMAR_RS11400	fabG1	3-oxoacyl-ACP reductase FabG1	General	1.8850	2.8739e-02	2.9757e-01	NO
MMAR_RS11415	MMAR_RS11415	Rv1486c family protein	General	0.8415	3.6339e-02	2.9757e-01	NO
MMAR_RS11440	MMAR_RS11440	TetR/AcrR family transcriptional regulator	General	4.0878	5.3235e-02	2.9757e-01	NO
MMAR_RS11565	MMAR_RS11565	acetyltransferase	General	4.8056	4.0314e-02	2.9757e-01	NO
MMAR_RS11600	MMAR_RS11600	FGGY family carbohydrate kinase	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS11760	MMAR_RS11760	asparaginase	General	4.5647	4.9842e-02	2.9757e-01	NO
MMAR_RS11780	MMAR_RS11780	lysozyme inhibitor LprI family protein	General	-4.7623	3.1197e-02	2.9757e-01	NO
MMAR_RS11830	ilvA	threonine ammonia-lyase	General	0.7604	4.6532e-02	2.9757e-01	NO
MMAR_RS11850	treY	malto-oligosyltrehalose synthase	General	-4.0159	4.1959e-02	2.9757e-01	NO
MMAR_RS11970	hisI	phosphoribosyl-AMP cyclohydrolase	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS29390	MMAR_RS29390	IS30 family transposase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS12020	MMAR_RS12020	TIGR02234 family membrane protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS12130	rpsA	30S ribosomal protein S1	General	-0.2241	5.2731e-02	2.9757e-01	NO
MMAR_RS12135	coaE	dephospho-CoA kinase	General	-0.6146	2.8485e-02	2.9757e-01	NO
MMAR_RS12190	MMAR_RS12190	hypothetical protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS12195	MMAR_RS12195	alpha/beta hydrolase	General	4.0878	5.3235e-02	2.9757e-01	NO
MMAR_RS12240	MMAR_RS12240	rhomboid-like protein	General	-1.0341	3.0196e-02	2.9757e-01	NO
MMAR_RS12265	MMAR_RS12265	PE family protein	General	1.8298	5.2610e-02	2.9757e-01	NO
MMAR_RS12380	MMAR_RS12380	VOC family protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS12410	MMAR_RS12410	ABC transporter ATP-binding protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS12440	MMAR_RS12440	PE family protein	General	-4.1619	4.7796e-02	2.9757e-01	NO
MMAR_RS12445	MMAR_RS12445	TfuA-like protein	General	1.0777	2.8762e-02	2.9757e-01	NO
MMAR_RS12550	MMAR_RS12550	DHA2 family efflux MFS transporter permease subunit	General	3.9299	5.5042e-02	2.9757e-01	NO
MMAR_RS12560	MMAR_RS12560	PPE family protein	General	4.0125	5.4693e-02	2.9757e-01	NO
MMAR_RS12590	MMAR_RS12590	ParA family protein	General	-4.7627	4.7926e-02	2.9757e-01	NO
MMAR_RS12780	MMAR_RS12780	Rv0792c family HTH-type transcriptional regulator	General	5.1515	4.9268e-02	2.9757e-01	NO
MMAR_RS12805	MMAR_RS12805	hypothetical protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS12845	MMAR_RS12845	SCO6745 family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS12895	MMAR_RS12895	potassium/proton antiporter	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS12925	uppS	polyprenyl diphosphate synthase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS12950	MMAR_RS12950	hypothetical protein	General	4.0125	5.4693e-02	2.9757e-01	NO
MMAR_RS12965	MMAR_RS12965	acyl-CoA synthetase	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS12980	MMAR_RS12980	SDR family NAD(P)-dependent oxidoreductase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS13000	MMAR_RS13000	MFS transporter	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS13025	MMAR_RS13025	APC family permease	General	-0.9753	5.1941e-02	2.9757e-01	NO
MMAR_RS13055	MMAR_RS13055	GNAT family N-acetyltransferase	General	3.8965	5.4480e-02	2.9757e-01	NO
MMAR_RS13060	MMAR_RS13060	class I adenylate-forming enzyme family protein	General	-4.5363	4.5652e-02	2.9757e-01	NO
MMAR_RS13150	MMAR_RS13150	WS/DGAT/MGAT family O-acyltransferase	General	4.2250	5.5358e-02	2.9757e-01	NO
MMAR_RS13155	MMAR_RS13155	heavy metal-binding domain-containing protein	General	-0.6442	5.4831e-02	2.9757e-01	NO
MMAR_RS13255	biuH	biuret amidohydrolase	General	-4.0159	4.1959e-02	2.9757e-01	NO
MMAR_RS13315	MMAR_RS13315	PE family protein	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS13395	MMAR_RS13395	DUF732 domain-containing protein	General	4.2250	5.5358e-02	2.9757e-01	NO
MMAR_RS13400	MMAR_RS13400	MgtC/SapB family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS13435	MMAR_RS13435	PE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS13440	MMAR_RS13440	vitamin B12 ABC transporter pemease/ATP-binding protein BacA	General	1.7220	3.3638e-02	2.9757e-01	NO
MMAR_RS13460	MMAR_RS13460	DUF881 domain-containing protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS13575	MMAR_RS13575	urease subunit beta	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS13585	MMAR_RS13585	urease accessory protein UreF	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS13675	MMAR_RS13675	SDR family oxidoreductase	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS13680	MMAR_RS13680	GNAT family N-acetyltransferase	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS13700	MMAR_RS13700	DMT family transporter	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS13810	MMAR_RS13810	SDR family oxidoreductase	General	4.1459	3.9904e-02	2.9757e-01	NO
MMAR_RS13835	MMAR_RS13835	TIGR03621 family F420-dependent LLM class oxidoreductase	General	4.6688	4.7904e-02	2.9757e-01	NO
MMAR_RS13895	MMAR_RS13895	hypothetical protein	General	-4.1619	4.7796e-02	2.9757e-01	NO
MMAR_RS13900	MMAR_RS13900	flavin-containing monooxygenase	General	1.1655	4.4040e-02	2.9757e-01	NO
MMAR_RS14115	MMAR_RS14115	fatty acyl-AMP ligase	General	0.4053	2.8301e-02	2.9757e-01	NO
MMAR_RS14130	MMAR_RS14130	hypothetical protein	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS14155	MMAR_RS14155	bile acid:sodium symporter family protein	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS14185	MMAR_RS14185	YqjF family protein	General	1.3348	3.4163e-02	2.9757e-01	NO
MMAR_RS14200	MMAR_RS14200	alpha/beta fold hydrolase	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS14235	MMAR_RS14235	hypothetical protein	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS14275	MMAR_RS14275	alpha/beta fold hydrolase	General	3.8965	5.4480e-02	2.9757e-01	NO
MMAR_RS14350	MMAR_RS14350	ABC transporter permease	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS14475	MMAR_RS14475	class I SAM-dependent methyltransferase	General	4.3387	3.3330e-02	2.9757e-01	NO
MMAR_RS14540	MMAR_RS14540	nitroreductase family deazaflavin-dependent oxidoreductase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS14580	MMAR_RS14580	class I SAM-dependent methyltransferase	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS14590	MMAR_RS14590	NAD(P)/FAD-dependent oxidoreductase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS14595	MMAR_RS14595	VOC family protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS14645	MMAR_RS14645	thioredoxin family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS14655	MMAR_RS14655	MarR family winged helix-turn-helix transcriptional regulator	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS14710	MMAR_RS14710	NAD(P)-dependent alcohol dehydrogenase	General	4.2566	5.0129e-02	2.9757e-01	NO
MMAR_RS14770	MMAR_RS14770	TetR/AcrR family transcriptional regulator	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS14785	MMAR_RS14785	FAD-dependent oxidoreductase	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS14960	MMAR_RS14960	anti-sigma factor	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS15025	MMAR_RS15025	ABC transporter ATP-binding protein	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS15055	MMAR_RS15055	DoxX family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS15140	MMAR_RS15140	threonine/serine exporter family protein	General	1.2525	3.0397e-02	2.9757e-01	NO
MMAR_RS15155	cobN	cobaltochelatase subunit CobN	General	4.1209	5.2629e-02	2.9757e-01	NO
MMAR_RS15160	MMAR_RS15160	hypothetical protein	General	4.4164	5.1204e-02	2.9757e-01	NO
MMAR_RS15200	MMAR_RS15200	precorrin-2 C(20)-methyltransferase	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS15305	MMAR_RS15305	DUF4194 domain-containing protein	General	-4.5363	4.5652e-02	2.9757e-01	NO
MMAR_RS15345	MMAR_RS15345	DUF4333 domain-containing protein	General	-0.6715	4.6380e-02	2.9757e-01	NO
MMAR_RS15430	trmI	tRNA (adenine(58)-N(1))-methyltransferase TrmI	General	-4.0159	4.1959e-02	2.9757e-01	NO
MMAR_RS15490	MMAR_RS15490	PPE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS28520	MMAR_RS28520	vitamin B12 dependent-methionine synthase activation domain-containing protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS28530	MMAR_RS28530	recombinase family protein	General	3.8951	5.1131e-02	2.9757e-01	NO
MMAR_RS31305	MMAR_RS31305	IS481 family transposase	General	4.4748	5.4841e-02	2.9757e-01	NO
MMAR_RS15840	MMAR_RS15840	MmpS family transport accessory protein	General	1.3267	4.9258e-02	2.9757e-01	NO
MMAR_RS15870	MMAR_RS15870	membrane protein	General	-1.1292	4.2524e-02	2.9757e-01	NO
MMAR_RS16020	MMAR_RS16020	hydroxymethylglutaryl-CoA synthase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS16050	idsB	geranylgeranyl diphosphate synthase IdsB	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS16120	MMAR_RS16120	hypothetical protein	General	4.1459	3.9904e-02	2.9757e-01	NO
MMAR_RS28580	trpD	anthranilate phosphoribosyltransferase	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS16160	MMAR_RS16160	DUF2561 family protein	General	0.8101	3.1925e-02	2.9757e-01	NO
MMAR_RS16270	MMAR_RS16270	ABC transporter permease	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS30355	MMAR_RS30355	MmpS family transport accessory protein	General	-3.2980	5.0976e-02	2.9757e-01	NO
MMAR_RS16410	MMAR_RS16410	TIGR03619 family F420-dependent LLM class oxidoreductase	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS16510	MMAR_RS16510	cobalamin biosynthesis protein	General	4.0434	5.2651e-02	2.9757e-01	NO
MMAR_RS16530	MMAR_RS16530	IS1380-like element ISMyma7 family transposase	General	4.5173	5.1924e-02	2.9757e-01	NO
MMAR_RS16675	MMAR_RS16675	FAD-binding oxidoreductase	General	1.6344	2.9282e-02	2.9757e-01	NO
MMAR_RS16745	MMAR_RS16745	Hsp70 family protein	General	-4.7291	5.2725e-02	2.9757e-01	NO
MMAR_RS16860	MMAR_RS16860	PPE domain-containing protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS16875	MMAR_RS16875	hypothetical protein	General	4.3387	3.3330e-02	2.9757e-01	NO
MMAR_RS16900	MMAR_RS16900	serine hydrolase domain-containing protein	General	4.3406	3.6843e-02	2.9757e-01	NO
MMAR_RS16910	MMAR_RS16910	AMP-dependent synthetase/ligase	General	0.7241	4.9083e-02	2.9757e-01	NO
MMAR_RS16920	MMAR_RS16920	hypothetical protein	General	4.6427	4.9709e-02	2.9757e-01	NO
MMAR_RS17040	MMAR_RS17040	inorganic phosphate transporter	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS17055	MMAR_RS17055	sirohydrochlorin chelatase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS17075	MMAR_RS17075	hypothetical protein	General	3.9281	5.0790e-02	2.9757e-01	NO
MMAR_RS17095	MMAR_RS17095	1-acyl-sn-glycerol-3-phosphate acyltransferase	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS17205	MMAR_RS17205	M23 family metallopeptidase	General	1.4972	3.0365e-02	2.9757e-01	NO
MMAR_RS17280	MMAR_RS17280	PPE family protein	General	3.8510	5.0415e-02	2.9757e-01	NO
MMAR_RS17295	MMAR_RS17295	hypothetical protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS17305	MMAR_RS17305	SRPBCC family protein	General	-4.8439	4.4447e-02	2.9757e-01	NO
MMAR_RS17325	MMAR_RS17325	Acg family FMN-binding oxidoreductase	General	-4.9214	3.2086e-02	2.9757e-01	NO
MMAR_RS17495	MMAR_RS17495	SDR family NAD(P)-dependent oxidoreductase	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS17500	MMAR_RS17500	crotonase/enoyl-CoA hydratase family protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS17515	MMAR_RS17515	SDR family NAD(P)-dependent oxidoreductase	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS17540	MMAR_RS17540	rubredoxin	General	4.3413	4.0717e-02	2.9757e-01	NO
MMAR_RS17575	MMAR_RS17575	class I SAM-dependent methyltransferase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS17655	MMAR_RS17655	mechanosensitive ion channel family protein	General	3.9281	5.0790e-02	2.9757e-01	NO
MMAR_RS30785	MMAR_RS30785	hypothetical protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS17725	MMAR_RS17725	gamma-aminobutyraldehyde dehydrogenase	General	4.0431	5.1746e-02	2.9757e-01	NO
MMAR_RS17790	MMAR_RS17790	PE family protein	General	0.5956	2.7979e-02	2.9757e-01	NO
MMAR_RS17830	MMAR_RS17830	WXG100 family type VII secretion target	General	4.2581	5.4579e-02	2.9757e-01	NO
MMAR_RS17855	MMAR_RS17855	site-specific integrase	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS17980	MMAR_RS17980	VOC family protein	General	4.1455	3.9107e-02	2.9757e-01	NO
MMAR_RS18015	MMAR_RS18015	carbohydrate ABC transporter permease	General	3.9281	5.0790e-02	2.9757e-01	NO
MMAR_RS18025	MMAR_RS18025	ABC transporter substrate-binding protein	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS18045	ddaH	dimethylargininase	General	3.6714	5.3550e-02	2.9757e-01	NO
MMAR_RS18085	MMAR_RS18085	acyl-CoA dehydrogenase family protein	General	0.3174	5.3621e-02	2.9757e-01	NO
MMAR_RS18130	MMAR_RS18130	adenylate/guanylate cyclase domain-containing protein	General	1.1724	3.6742e-02	2.9757e-01	NO
MMAR_RS18210	MMAR_RS18210	hypothetical protein	General	0.2491	5.0234e-02	2.9757e-01	NO
MMAR_RS18335	MMAR_RS18335	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	General	-3.8333	3.0757e-02	2.9757e-01	NO
MMAR_RS18340	MMAR_RS18340	alpha/beta hydrolase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS18480	MMAR_RS18480	sodium-dependent bicarbonate transport family permease	General	4.7241	4.2226e-02	2.9757e-01	NO
MMAR_RS18500	MMAR_RS18500	sirohydrochlorin chelatase	General	4.6942	5.4588e-02	2.9757e-01	NO
MMAR_RS18570	MMAR_RS18570	CBS domain-containing protein	General	0.9217	5.2548e-02	2.9757e-01	NO
MMAR_RS18620	MMAR_RS18620	ComEA family DNA-binding protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS18655	MMAR_RS18655	MmpS family transport accessory protein	General	4.5865	4.9938e-02	2.9757e-01	NO
MMAR_RS18660	MMAR_RS18660	MMPL/RND family transporter	General	0.9268	3.4713e-02	2.9757e-01	NO
MMAR_RS18700	MMAR_RS18700	AAA family ATPase	General	4.1455	3.9107e-02	2.9757e-01	NO
MMAR_RS27895	MMAR_RS27895	PE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS18965	MMAR_RS18965	2-oxoacid:acceptor oxidoreductase subunit alpha	General	0.4076	5.0016e-02	2.9757e-01	NO
MMAR_RS19015	MMAR_RS19015	Fpg/Nei family DNA glycosylase	General	3.9299	5.5042e-02	2.9757e-01	NO
MMAR_RS19305	MMAR_RS19305	MCE family protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS19315	MMAR_RS19315	MlaD family protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS19385	MMAR_RS19385	glycoside hydrolase family 25 domain-containing protein	General	-4.0489	3.7116e-02	2.9757e-01	NO
MMAR_RS19480	MMAR_RS19480	hypothetical protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS19750	MMAR_RS19750	TetR/AcrR family transcriptional regulator	General	4.1209	5.2629e-02	2.9757e-01	NO
MMAR_RS19755	MMAR_RS19755	lysophospholipid acyltransferase family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS19760	MMAR_RS19760	DUF3556 domain-containing protein	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS19780	macS	MacS family sensor histidine kinase	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS19785	MMAR_RS19785	response regulator	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS19810	MMAR_RS19810	SRPBCC family protein	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS19990	MMAR_RS19990	cytochrome P450	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS20040	MMAR_RS20040	CaiB/BaiF CoA transferase family protein	General	3.9281	5.0790e-02	2.9757e-01	NO
MMAR_RS20115	MMAR_RS20115	class I adenylate-forming enzyme family protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS20125	MMAR_RS20125	class I adenylate-forming enzyme family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS20135	MMAR_RS20135	GntR family transcriptional regulator	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS20145	MMAR_RS20145	CoA transferase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS20155	fabG	3-oxoacyl-ACP reductase FabG	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS20245	MMAR_RS20245	MlaE family ABC transporter permease	General	-0.3421	5.2286e-02	2.9757e-01	NO
MMAR_RS20265	MMAR_RS20265	MCE family protein	General	1.0355	5.1221e-02	2.9757e-01	NO
MMAR_RS20405	MMAR_RS20405	DNA-3-methyladenine glycosylase 2 family protein	General	-1.1293	3.0652e-02	2.9757e-01	NO
MMAR_RS20465	MMAR_RS20465	F0F1 ATP synthase subunit B/delta	General	-0.4370	2.7458e-02	2.9757e-01	NO
MMAR_RS20540	argS	arginine--tRNA ligase	General	0.6185	3.8144e-02	2.9757e-01	NO
MMAR_RS31040	MMAR_RS31040	PE family protein	General	4.6598	5.0950e-02	2.9757e-01	NO
MMAR_RS20755	MMAR_RS20755	DUF3558 domain-containing protein	General	1.2327	2.9081e-02	2.9757e-01	NO
MMAR_RS20815	MMAR_RS20815	LysR family transcriptional regulator	General	3.9299	5.5042e-02	2.9757e-01	NO
MMAR_RS21065	MMAR_RS21065	extracellular solute-binding protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS21155	MMAR_RS21155	PE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21265	MMAR_RS21265	aldehyde dehydrogenase family protein	General	3.8951	5.1131e-02	2.9757e-01	NO
MMAR_RS21280	MMAR_RS21280	MaoC family dehydratase	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS21320	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	General	4.0878	5.3235e-02	2.9757e-01	NO
MMAR_RS21325	cysC	adenylyl-sulfate kinase	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21355	MMAR_RS21355	MFS transporter	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21360	MMAR_RS21360	PPE domain-containing protein	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS21370	MMAR_RS21370	PPE family protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS21380	MMAR_RS21380	PE family protein	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS21435	MMAR_RS21435	hypothetical protein	General	-0.8022	2.7442e-02	2.9757e-01	NO
MMAR_RS30575	MMAR_RS30575	PE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21550	MMAR_RS21550	CaiB/BaiF CoA transferase family protein	General	-3.7198	4.8773e-02	2.9757e-01	NO
MMAR_RS21575	MMAR_RS21575	type III polyketide synthase	General	-4.4911	3.2492e-02	2.9757e-01	NO
MMAR_RS21610	MMAR_RS21610	thiolase family protein	General	4.5338	3.0741e-02	2.9757e-01	NO
MMAR_RS21620	MMAR_RS21620	PPE family protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21640	MMAR_RS21640	PPE family protein	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS21650	MMAR_RS21650	SDR family oxidoreductase	General	3.8951	5.1131e-02	2.9757e-01	NO
MMAR_RS21670	MMAR_RS21670	DUF3556 domain-containing protein	General	-4.1619	4.7796e-02	2.9757e-01	NO
MMAR_RS21685	MMAR_RS21685	hypothetical protein	General	-4.2643	4.9713e-02	2.9757e-01	NO
MMAR_RS21740	MMAR_RS21740	putative quinol monooxygenase	General	0.5957	5.4563e-02	2.9757e-01	NO
MMAR_RS21755	MMAR_RS21755	PPE family protein	General	3.5684	5.0895e-02	2.9757e-01	NO
MMAR_RS21765	MMAR_RS21765	YbaB/EbfC family nucleoid-associated protein	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS21915	MMAR_RS21915	hypothetical protein	General	-3.6091	5.0494e-02	2.9757e-01	NO
MMAR_RS21920	MMAR_RS21920	(2Z,6E)-farnesyl diphosphate synthase	General	4.0121	5.3244e-02	2.9757e-01	NO
MMAR_RS22015	MMAR_RS22015	PE family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS22120	MMAR_RS22120	Coq4 family protein	General	-3.6867	5.4917e-02	2.9757e-01	NO
MMAR_RS22150	MMAR_RS22150	class I SAM-dependent methyltransferase	General	3.6015	5.1066e-02	2.9757e-01	NO
MMAR_RS22220	MMAR_RS22220	hypothetical protein	General	0.3174	5.3621e-02	2.9757e-01	NO
MMAR_RS22330	MMAR_RS22330	aspartate/glutamate racemase family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS22385	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	General	0.8704	3.1928e-02	2.9757e-01	NO
MMAR_RS29585	MMAR_RS29585	PE family protein	General	3.7150	5.0376e-02	2.9757e-01	NO
MMAR_RS22435	MMAR_RS22435	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	General	-4.6505	4.9357e-02	2.9757e-01	NO
MMAR_RS22480	MMAR_RS22480	NAD(P)/FAD-dependent oxidoreductase	General	-3.6091	5.0494e-02	2.9757e-01	NO
