gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
MMAR_RS00010	dnaA	10.5006	9.2952	8.4952	8.4849	6.4540	8.3457	9.7733	9.7733	10.5313	chromosomal replication initiator protein DnaA
MMAR_RS00015	dnaN	7.9552	9.0546	8.9536	7.7102	6.9348	6.7695	9.4688	9.4688	9.2916	DNA polymerase III subunit beta
MMAR_RS00020	recF	7.4721	7.1874	0.0000	5.9199	0.0000	0.0000	5.4136	5.4136	8.1568	DNA replication/repair protein RecF
MMAR_RS00025	MMAR_RS00025	6.1623	6.6074	6.5072	0.0000	5.7280	5.7827	5.4136	5.4136	7.4232	DUF721 family protein
MMAR_RS00030	gyrB	9.7875	10.2941	10.3992	9.5982	8.9764	10.1498	10.4248	10.4248	9.9188	DNA topoisomerase (ATP-hydrolyzing) subunit B
MMAR_RS00035	gyrA	7.4721	8.4041	9.4932	6.9080	8.3679	8.3457	9.6291	9.6291	8.8330	DNA gyrase subunit A
MMAR_RS00040	MMAR_RS00040	5.1823	7.1874	7.4992	4.9436	5.1566	5.7827	6.3965	6.3965	5.8550	DUF3566 domain-containing protein
MMAR_RS00055	MMAR_RS00055	0.0000	6.6074	0.0000	4.9436	4.1965	0.0000	0.0000	0.0000	0.0000	SAM-dependent methyltransferase
MMAR_RS00060	MMAR_RS00060	0.0000	5.6221	5.5229	4.9436	0.0000	0.0000	5.4136	5.4136	0.0000	MerR family transcriptional regulator
MMAR_RS00065	cwsA	0.0000	5.6221	5.5229	0.0000	4.1965	0.0000	5.4136	5.4136	0.0000	cell wall synthesis protein CwsA
MMAR_RS00070	MMAR_RS00070	7.4721	9.0546	8.6647	7.2275	7.1259	6.7695	8.7047	8.7047	9.2916	peptidylprolyl isomerase
MMAR_RS00075	MMAR_RS00075	5.1823	5.6221	5.5229	6.4969	6.4540	0.0000	0.0000	0.0000	6.8425	PH domain-containing protein
MMAR_RS00080	crgA	6.1623	5.6221	5.5229	0.0000	4.1965	6.7695	6.3965	6.3965	5.8550	cell division protein CrgA
MMAR_RS00085	MMAR_RS00085	6.1623	6.6074	0.0000	5.9199	5.7280	5.7827	6.3965	6.3965	5.8550	DUF881 domain-containing protein
MMAR_RS00090	MMAR_RS00090	6.7406	7.9204	5.5229	6.4969	6.7143	5.7827	6.9758	6.9758	8.1568	aminodeoxychorismate/anthranilate synthase component II
MMAR_RS00095	pknB	8.1471	8.7657	8.6647	8.3597	8.3679	7.3501	8.3836	8.3836	9.1543	Stk1 family PASTA domain-containing Ser/Thr kinase
MMAR_RS00100	MMAR_RS00100	7.4721	7.5999	8.0815	5.9199	6.7143	0.0000	6.3965	6.3965	8.1568	serine/threonine-protein kinase
MMAR_RS00105	pbpA	6.1623	6.6074	8.3031	6.4969	6.1362	7.3501	7.7082	7.7082	0.0000	D,D-transpeptidase PbpA
MMAR_RS00110	MMAR_RS00110	6.1623	7.1874	7.0868	5.9199	6.1362	5.7827	0.0000	0.0000	7.8362	FtsW/RodA/SpoVE family cell cycle protein
MMAR_RS00115	MMAR_RS00115	8.4680	8.5962	7.8195	6.9080	5.1566	5.7827	8.3836	8.3836	7.4232	PP2C family protein-serine/threonine phosphatase
MMAR_RS00120	MMAR_RS00120	6.7406	5.6221	7.0868	5.9199	6.1362	6.7695	7.7082	7.7082	6.8425	FHA domain-containing protein FhaB/FipA
MMAR_RS00125	MMAR_RS00125	7.7338	8.7657	8.0815	8.0712	7.2947	8.3457	9.5512	9.5512	8.8330	FHA domain-containing protein
MMAR_RS00140	MMAR_RS00140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	ImmA/IrrE family metallo-endopeptidase
MMAR_RS00145	MMAR_RS00145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3 protein
MMAR_RS00150	MMAR_RS00150	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00155	MMAR_RS00155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	thymidylate synthase
MMAR_RS00160	MMAR_RS00160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DUF4031 domain-containing protein
MMAR_RS00165	MMAR_RS00165	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00175	MMAR_RS00175	5.1823	0.0000	6.5072	4.9436	0.0000	5.7827	6.3965	6.3965	0.0000	SDR family NAD(P)-dependent oxidoreductase
MMAR_RS00180	yaaA	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	peroxide stress protein YaaA
MMAR_RS00185	MMAR_RS00185	6.7406	0.0000	7.0868	4.9436	4.1965	0.0000	6.3965	6.3965	6.8425	glycine betaine ABC transporter substrate-binding protein
MMAR_RS00190	MMAR_RS00190	6.1623	6.6074	0.0000	0.0000	6.4540	0.0000	5.4136	5.4136	5.8550	ABC transporter permease
MMAR_RS00195	MMAR_RS00195	6.1623	5.6221	5.5229	5.9199	4.1965	0.0000	6.9758	6.9758	0.0000	ABC transporter ATP-binding protein
MMAR_RS00200	MMAR_RS00200	6.1623	5.6221	5.5229	7.4889	6.7143	7.3501	6.9758	6.9758	6.8425	ABC transporter permease
MMAR_RS00205	MMAR_RS00205	7.9552	7.5999	7.4992	8.6001	6.9348	7.3501	6.3965	6.3965	6.8425	cold-shock protein
MMAR_RS00210	MMAR_RS00210	7.9552	7.9204	7.8195	7.9020	6.4540	7.7629	7.3880	7.3880	8.1568	dipeptidase
MMAR_RS00215	MMAR_RS00215	6.1623	6.6074	6.5072	5.9199	5.7280	0.0000	5.4136	5.4136	6.8425	ammonium transporter
MMAR_RS00220	MMAR_RS00220	5.1823	0.0000	5.5229	4.9436	4.1965	6.7695	5.4136	5.4136	6.8425	GNAT family N-acetyltransferase
MMAR_RS00225	MMAR_RS00225	5.1823	5.6221	7.8195	6.4969	5.7280	5.7827	5.4136	5.4136	0.0000	pirin family protein
MMAR_RS00230	MMAR_RS00230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	WhiB family transcriptional regulator
MMAR_RS00235	MMAR_RS00235	0.0000	0.0000	5.5229	6.4969	5.1566	5.7827	6.9758	6.9758	0.0000	helix-turn-helix domain-containing protein
MMAR_RS00240	MMAR_RS00240	0.0000	0.0000	6.5072	4.9436	4.1965	0.0000	0.0000	0.0000	0.0000	C40 family peptidase
MMAR_RS00245	MMAR_RS00245	5.1823	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	DUF4226 domain-containing protein
MMAR_RS00250	MMAR_RS00250	5.1823	0.0000	0.0000	0.0000	5.7280	0.0000	5.4136	5.4136	0.0000	DUF4226 domain-containing protein
MMAR_RS00255	MMAR_RS00255	5.1823	5.6221	0.0000	0.0000	0.0000	5.7827	0.0000	0.0000	0.0000	ESX-1 secretion-associated protein
MMAR_RS00260	MMAR_RS00260	0.0000	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	DUF2694 family protein
MMAR_RS29615	MMAR_RS29615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	0.0000	hypothetical protein
MMAR_RS00265	MMAR_RS00265	0.0000	7.5999	5.5229	5.9199	5.7280	0.0000	6.9758	6.9758	0.0000	DUF5631 domain-containing protein
MMAR_RS00270	MMAR_RS00270	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	DUF2710 family protein
MMAR_RS00275	MMAR_RS00275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	hypothetical protein
MMAR_RS00280	MMAR_RS00280	6.1623	5.6221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	TIGR03084 family metal-binding protein
MMAR_RS00285	MMAR_RS00285	6.1623	0.0000	0.0000	5.9199	0.0000	5.7827	5.4136	5.4136	7.4232	MFS transporter
MMAR_RS00290	MMAR_RS00290	6.7406	8.1824	6.5072	5.9199	5.7280	0.0000	8.1916	8.1916	8.1568	YqgE/AlgH family protein
MMAR_RS00295	MMAR_RS00295	0.0000	6.6074	0.0000	5.9199	0.0000	0.0000	0.0000	0.0000	6.8425	bile acid:sodium symporter family protein
MMAR_RS00300	MMAR_RS00300	0.0000	5.6221	5.5229	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	hypothetical protein
MMAR_RS00305	MMAR_RS00305	6.7406	7.1874	5.5229	5.9199	7.8224	7.3501	8.7047	8.7047	6.8425	LpqN/LpqT family lipoprotein
MMAR_RS00310	leuS	8.6052	5.6221	5.5229	7.2275	5.7280	5.7827	7.9700	7.9700	7.4232	leucine--tRNA ligase
MMAR_RS00315	MMAR_RS00315	6.1623	6.6074	5.5229	0.0000	4.1965	0.0000	0.0000	0.0000	5.8550	SDR family oxidoreductase
MMAR_RS00320	MMAR_RS00320	7.7338	8.5962	8.0815	7.9020	6.1362	7.7629	7.7082	7.7082	8.1568	MarR family winged helix-turn-helix transcriptional regulator
MMAR_RS00325	MMAR_RS00325	0.0000	5.6221	0.0000	0.0000	0.0000	0.0000	6.3965	6.3965	0.0000	amino acid ABC transporter ATP-binding protein
MMAR_RS00330	MMAR_RS00330	5.1823	0.0000	6.5072	4.9436	0.0000	0.0000	5.4136	5.4136	7.4232	ABC transporter substrate-binding protein/permease
MMAR_RS00335	MMAR_RS00335	7.1522	7.1874	7.0868	6.4969	0.0000	0.0000	7.7082	7.7082	5.8550	GntR family transcriptional regulator
MMAR_RS00340	MMAR_RS00340	0.0000	6.6074	7.4992	6.9080	5.1566	6.7695	7.9700	7.9700	6.8425	LLM class F420-dependent oxidoreductase
MMAR_RS00345	MMAR_RS00345	5.1823	0.0000	5.5229	7.2275	6.9348	5.7827	6.3965	6.3965	0.0000	Rv0045c family esterase
MMAR_RS00350	MMAR_RS00350	9.7287	8.5962	9.0789	10.5973	10.6556	9.4587	9.6291	9.6291	8.6408	inositol-3-phosphate synthase
MMAR_RS00355	MMAR_RS00355	7.4721	8.5962	6.5072	9.4216	9.2472	9.3434	8.8419	8.8419	8.1568	PadR family transcriptional regulator
MMAR_RS00360	MMAR_RS00360	6.7406	0.0000	0.0000	4.9436	5.7280	0.0000	6.9758	6.9758	0.0000	DUF1707 SHOCT-like domain-containing protein
MMAR_RS00365	MMAR_RS00365	6.7406	6.6074	7.4992	5.9199	7.2947	0.0000	7.3880	7.3880	5.8550	DUF5318 family protein
MMAR_RS00370	MMAR_RS00370	9.3921	8.9174	9.4932	8.0712	7.2947	8.5674	9.8403	9.8403	9.8314	transglycosylase domain-containing protein
MMAR_RS00375	MMAR_RS00375	7.1522	5.6221	7.0868	6.4969	5.7280	5.7827	5.4136	5.4136	6.8425	glycosyltransferase family 87 protein
MMAR_RS00380	MMAR_RS00380	5.1823	0.0000	6.5072	0.0000	4.1965	0.0000	5.4136	5.4136	0.0000	DJ-1/PfpI family protein
MMAR_RS00385	rpsF	5.1823	5.6221	8.0815	4.9436	7.2947	7.3501	7.7082	7.7082	8.6408	30S ribosomal protein S6
MMAR_RS00390	MMAR_RS00390	7.1522	8.7657	7.8195	6.9080	7.4458	5.7827	7.3880	7.3880	5.8550	single-stranded DNA-binding protein
MMAR_RS00395	rpsR	6.7406	7.1874	5.5229	7.2275	5.1566	6.7695	6.9758	6.9758	6.8425	30S ribosomal protein S18
MMAR_RS00400	rplI	7.7338	7.1874	8.3031	7.7102	7.2947	7.7629	8.7047	8.7047	5.8550	50S ribosomal protein L9
MMAR_RS00405	dnaB	8.3165	9.2952	9.1941	8.6001	7.8224	8.3457	8.5531	8.5531	7.8362	replicative DNA helicase
MMAR_RS27975	MMAR_RS27975	6.7406	6.6074	5.5229	5.9199	5.1566	7.3501	6.3965	6.3965	8.4190	serine hydrolase
MMAR_RS00410	MMAR_RS00410	7.1522	7.5999	6.5072	5.9199	5.1566	8.3457	0.0000	0.0000	0.0000	DUF3297 family protein
MMAR_RS00415	MMAR_RS00415	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	xanthine dehydrogenase family protein molybdopterin-binding subunit
MMAR_RS00420	MMAR_RS00420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	FAD binding domain-containing protein
MMAR_RS00425	MMAR_RS00425	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	(2Fe-2S)-binding protein
MMAR_RS00430	MMAR_RS00430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	amidohydrolase family protein
MMAR_RS00435	MMAR_RS00435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	short chain dehydrogenase
MMAR_RS00440	MMAR_RS00440	6.1623	5.6221	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	5.8550	helix-turn-helix transcriptional regulator
MMAR_RS00445	MMAR_RS00445	6.1623	7.1874	5.5229	4.9436	0.0000	5.7827	6.9758	6.9758	6.8425	alpha/beta fold hydrolase
MMAR_RS00450	MMAR_RS00450	5.1823	5.6221	7.4992	0.0000	4.1965	6.7695	0.0000	0.0000	5.8550	GNAT family N-acetyltransferase
MMAR_RS00455	MMAR_RS00455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS27980	MMAR_RS27980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	class I SAM-dependent methyltransferase
MMAR_RS00460	MMAR_RS00460	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	IS3-like element ISMyma1 family transposase
MMAR_RS00470	MMAR_RS00470	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00475	MMAR_RS00475	7.1522	6.6074	5.5229	4.9436	6.4540	5.7827	0.0000	0.0000	0.0000	DHA2 family efflux MFS transporter permease subunit
MMAR_RS00480	MMAR_RS00480	5.1823	7.1874	5.5229	6.4969	0.0000	5.7827	5.4136	5.4136	0.0000	MMPL/RND family transporter
MMAR_RS00485	MMAR_RS00485	0.0000	5.6221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	MmpS family transport accessory protein
MMAR_RS00490	MMAR_RS00490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	MbtH family protein
MMAR_RS00495	MMAR_RS00495	7.1522	0.0000	5.5229	5.9199	0.0000	6.7695	5.4136	5.4136	5.8550	type I polyketide synthase
MMAR_RS00500	MMAR_RS00500	7.7338	5.6221	6.5072	7.7102	7.9288	7.7629	5.4136	5.4136	5.8550	non-ribosomal peptide synthetase
MMAR_RS00505	MMAR_RS00505	5.1823	0.0000	5.5229	0.0000	5.7280	0.0000	0.0000	0.0000	0.0000	chorismate--pyruvate lyase family protein
MMAR_RS00510	MMAR_RS00510	7.4721	7.1874	0.0000	6.3104	7.1630	0.0000	0.0000	0.0000	0.0000	type I polyketide synthase
MMAR_RS00515	MMAR_RS00515	0.0000	7.5999	5.5229	5.3828	6.3930	6.7695	0.0000	0.0000	5.8550	type I polyketide synthase
MMAR_RS00520	MMAR_RS00520	6.1623	7.1874	0.0000	7.7102	4.1965	5.7827	6.9758	6.9758	5.8550	hypothetical protein
MMAR_RS00525	MMAR_RS00525	0.0000	0.0000	0.0000	0.0000	5.1566	0.0000	0.0000	0.0000	0.0000	phenylacetate--CoA ligase family protein
MMAR_RS00530	MMAR_RS00530	6.1623	0.0000	5.5229	0.0000	4.1965	0.0000	0.0000	0.0000	5.8550	2TM domain-containing protein
MMAR_RS00535	MMAR_RS00535	6.7406	7.1874	0.0000	7.2275	4.1965	0.0000	7.3880	7.3880	6.8425	fused (3R)-hydroxyacyl-ACP dehydratase subunits HadA/HadB
MMAR_RS00540	MMAR_RS00540	7.1522	7.9204	6.5072	6.9080	5.7280	6.7695	6.3965	6.3965	5.8550	glycoside hydrolase family 6 protein
MMAR_RS00545	MMAR_RS00545	5.1823	5.6221	5.5229	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS00550	MMAR_RS00550	6.7406	5.6221	7.0868	4.9436	4.1965	6.7695	0.0000	0.0000	7.4232	LOG family protein
MMAR_RS00555	MMAR_RS00555	5.1823	8.5962	7.0868	6.4969	5.1566	6.7695	6.9758	6.9758	6.8425	FAD-binding oxidoreductase
MMAR_RS00560	MMAR_RS00560	6.1623	7.1874	8.0815	0.0000	5.1566	0.0000	6.3965	6.3965	0.0000	PE family protein
MMAR_RS00565	MMAR_RS00565	5.1823	0.0000	0.0000	5.9199	0.0000	0.0000	5.4136	5.4136	0.0000	haloalkane dehalogenase
MMAR_RS29620	MMAR_RS29620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00570	MMAR_RS00570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00575	MMAR_RS00575	5.1823	5.6221	5.5229	0.0000	0.0000	0.0000	5.4136	5.4136	0.0000	hypothetical protein
MMAR_RS00580	MMAR_RS00580	6.1623	6.6074	0.0000	4.9436	4.1965	6.7695	5.4136	5.4136	6.8425	hypothetical protein
MMAR_RS00585	MMAR_RS00585	5.1823	7.1874	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS00590	MMAR_RS00590	6.1623	7.1874	6.5072	8.0712	7.2947	7.3501	5.4136	5.4136	5.8550	nitroreductase family protein
MMAR_RS00595	MMAR_RS00595	6.1623	5.6221	8.0815	6.9080	6.9348	5.7827	6.3965	6.3965	5.8550	AAA family ATPase
MMAR_RS00600	MMAR_RS00600	8.3165	7.9204	7.0868	7.4889	5.1566	7.7629	7.3880	7.3880	7.8362	FdhF/YdeP family oxidoreductase
MMAR_RS00605	MMAR_RS00605	0.0000	5.6221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	cytochrome P450
MMAR_RS00610	MMAR_RS00610	6.7406	0.0000	7.0868	5.9199	6.4540	7.7629	6.3965	6.3965	7.8362	LuxR family transcriptional regulator
MMAR_RS00615	MMAR_RS00615	6.1623	6.6074	7.0868	0.0000	6.1362	7.3501	5.4136	5.4136	6.8425	quinone oxidoreductase family protein
MMAR_RS00620	MMAR_RS00620	0.0000	0.0000	0.0000	4.9436	0.0000	5.7827	0.0000	0.0000	0.0000	MarR family winged helix-turn-helix transcriptional regulator
MMAR_RS00625	MMAR_RS00625	5.1823	6.6074	6.5072	6.4969	5.7280	6.7695	6.3965	6.3965	6.8425	SCO6745 family protein
MMAR_RS00630	MMAR_RS00630	6.7406	5.6221	6.5072	6.4969	6.1362	6.7695	6.3965	6.3965	6.8425	NDMA-dependent alcohol dehydrogenase
MMAR_RS00635	MMAR_RS00635	6.1623	0.0000	0.0000	0.0000	5.1566	0.0000	0.0000	0.0000	0.0000	2Fe-2S iron-sulfur cluster-binding protein
MMAR_RS00640	MMAR_RS00640	5.1823	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	MmoB/DmpM family protein
MMAR_RS00645	MMAR_RS00645	0.0000	5.6221	0.0000	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	aromatic/alkene monooxygenase hydroxylase subunit beta
MMAR_RS00650	MMAR_RS00650	6.7406	7.1874	6.5072	7.2275	5.7280	0.0000	7.3880	7.3880	6.8425	aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha
MMAR_RS00655	MMAR_RS00655	5.1823	0.0000	5.5229	5.9199	4.1965	5.7827	5.4136	5.4136	0.0000	response regulator transcription factor
MMAR_RS00660	MMAR_RS00660	6.1623	0.0000	5.5229	0.0000	4.1965	0.0000	0.0000	0.0000	7.4232	GAF domain-containing sensor histidine kinase
MMAR_RS00665	MMAR_RS00665	5.1823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00670	MMAR_RS00670	0.0000	5.6221	0.0000	4.9436	4.1965	0.0000	0.0000	0.0000	0.0000	NUDIX hydrolase
MMAR_RS00675	MMAR_RS00675	0.0000	6.6074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	MFS transporter
MMAR_RS00680	MMAR_RS00680	5.1823	0.0000	5.5229	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	YdeI/OmpD-associated family protein
MMAR_RS00685	MMAR_RS00685	7.4721	5.6221	0.0000	8.6001	6.4540	5.7827	5.4136	5.4136	0.0000	amidohydrolase family protein
MMAR_RS00690	MMAR_RS00690	0.0000	5.6221	5.5229	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	acyl-CoA dehydrogenase family protein
MMAR_RS00695	MMAR_RS00695	6.1623	0.0000	0.0000	5.9199	6.1362	0.0000	0.0000	0.0000	5.8550	amidohydrolase family protein
MMAR_RS00700	MMAR_RS00700	6.7406	5.6221	6.5072	4.9436	5.7280	0.0000	5.4136	5.4136	0.0000	TetR family transcriptional regulator
MMAR_RS00705	MMAR_RS00705	7.7338	8.1824	8.0815	5.9199	6.7143	8.3457	7.7082	7.7082	8.6408	thiolase family protein
MMAR_RS00710	MMAR_RS00710	6.7406	7.9204	7.8195	5.9199	6.7143	5.7827	7.3880	7.3880	7.4232	Zn-ribbon domain-containing OB-fold protein
MMAR_RS00715	MMAR_RS00715	8.1471	6.6074	7.0868	7.2275	7.7074	8.5674	9.2885	9.2885	9.0026	DUF5313 domain-containing protein
MMAR_RS00720	MMAR_RS00720	7.4721	9.5014	8.3031	8.3597	8.2901	9.6649	8.7047	8.7047	9.0026	MarR family winged helix-turn-helix transcriptional regulator
MMAR_RS00725	MMAR_RS00725	6.7406	5.6221	6.5072	5.9199	0.0000	0.0000	6.3965	6.3965	0.0000	AAA family ATPase
MMAR_RS00730	MMAR_RS00730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	0.0000	CPBP family intramembrane glutamic endopeptidase
MMAR_RS00735	MMAR_RS00735	0.0000	5.6221	0.0000	4.9436	7.8224	0.0000	0.0000	0.0000	0.0000	glycosyltransferase
MMAR_RS00740	MMAR_RS00740	10.0975	5.6221	7.0868	11.6645	11.7813	10.1498	7.3880	7.3880	6.8425	acyl-CoA dehydrogenase family protein
MMAR_RS00745	MMAR_RS00745	11.0969	5.6221	7.4992	11.7667	11.0820	11.7567	8.1916	8.1916	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS00750	MMAR_RS00750	6.1623	0.0000	0.0000	6.9080	4.1965	5.7827	0.0000	0.0000	0.0000	GNAT family N-acetyltransferase
MMAR_RS00755	MMAR_RS00755	9.4660	8.1824	7.4992	8.0712	7.9288	8.5674	8.3836	8.3836	9.1543	PadR family transcriptional regulator
MMAR_RS00760	MMAR_RS00760	7.4721	7.9204	8.4952	7.2275	7.1259	8.3457	7.3880	7.3880	7.8362	nuclear transport factor 2 family protein
MMAR_RS00765	MMAR_RS00765	7.9552	8.4041	7.4992	6.9080	7.5825	0.0000	8.5531	8.5531	7.8362	LLM class F420-dependent oxidoreductase
MMAR_RS00770	MMAR_RS00770	0.0000	5.6221	0.0000	5.9199	6.4540	0.0000	5.4136	5.4136	5.8550	phosphotransferase family protein
MMAR_RS00775	MMAR_RS00775	5.1823	7.1874	5.5229	6.4969	5.1566	5.7827	0.0000	0.0000	0.0000	acyl-CoA dehydrogenase family protein
MMAR_RS00780	MMAR_RS00780	6.1623	0.0000	5.5229	4.9436	5.7280	0.0000	5.4136	5.4136	0.0000	adenylate/guanylate cyclase domain-containing protein
MMAR_RS00785	MMAR_RS00785	10.3910	10.3485	10.0775	9.5417	9.5099	9.4587	10.4248	10.4248	10.5313	NADP-dependent isocitrate dehydrogenase
MMAR_RS00790	MMAR_RS00790	0.0000	0.0000	5.5229	4.9436	6.9348	0.0000	0.0000	0.0000	0.0000	Rv1363c family protein
MMAR_RS00795	MMAR_RS00795	7.4721	5.6221	5.5229	7.4889	6.4540	0.0000	0.0000	0.0000	0.0000	mannan-binding lectin
MMAR_RS00800	MMAR_RS00800	5.1823	0.0000	0.0000	6.4969	7.9288	7.3501	5.4136	5.4136	0.0000	Rv1363c family protein
MMAR_RS00805	MMAR_RS00805	8.7304	5.6221	0.0000	10.0266	8.9259	9.8453	6.3965	6.3965	0.0000	hypothetical protein
MMAR_RS00810	MMAR_RS00810	6.1623	5.6221	0.0000	5.9199	7.4458	6.7695	0.0000	0.0000	0.0000	GNAT family N-acetyltransferase
MMAR_RS00815	MMAR_RS00815	6.1623	0.0000	0.0000	4.9436	6.7143	0.0000	0.0000	0.0000	5.8550	SDR family oxidoreductase
MMAR_RS00820	MMAR_RS00820	0.0000	0.0000	0.0000	4.9436	6.1362	0.0000	0.0000	0.0000	0.0000	fatty acid desaturase
MMAR_RS00825	MMAR_RS00825	0.0000	0.0000	0.0000	5.9199	5.7280	0.0000	0.0000	0.0000	0.0000	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
MMAR_RS00830	MMAR_RS00830	0.0000	0.0000	0.0000	0.0000	5.7280	0.0000	0.0000	0.0000	0.0000	pyridoxal phosphate-dependent decarboxylase family protein
MMAR_RS00835	MMAR_RS00835	5.1823	0.0000	0.0000	0.0000	5.1566	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00840	MMAR_RS00840	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	Rv1443c family protein
MMAR_RS00845	MMAR_RS00845	5.1823	5.6221	0.0000	5.9199	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS00850	MMAR_RS00850	0.0000	6.6074	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	ABC transporter ATP-binding protein
MMAR_RS00855	MMAR_RS00855	0.0000	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	ABC transporter permease
MMAR_RS00860	MMAR_RS00860	5.1823	5.6221	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	acyl carrier protein
MMAR_RS00865	MMAR_RS00865	0.0000	5.6221	0.0000	0.0000	5.1566	5.7827	5.4136	5.4136	0.0000	fatty acyl-AMP ligase
MMAR_RS00870	MMAR_RS00870	6.1623	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	MlaE family ABC transporter permease
MMAR_RS00875	MMAR_RS00875	0.0000	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	5.8550	MlaE family ABC transporter permease
MMAR_RS00880	MMAR_RS00880	0.0000	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	MlaD family protein
MMAR_RS00885	MMAR_RS00885	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	MCE family protein
MMAR_RS00890	MMAR_RS00890	5.1823	0.0000	6.5072	7.2275	6.4540	6.7695	5.4136	5.4136	6.8425	MCE family protein
MMAR_RS00895	MMAR_RS00895	5.1823	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	MCE family protein
MMAR_RS00900	MMAR_RS00900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	MlaD family protein
