gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
MMAR_RS07250	MMAR_RS07250	0.0000	0.0000	0.0000	5.7727	0.0000	6.1000	0.0000	0.0000	7.3028	IS481 family transposase
MMAR_RS07255	MMAR_RS07255	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	IS1380-like element ISMyma2 family transposase
MMAR_RS07260	MMAR_RS07260	8.4680	7.5999	8.0815	6.9080	6.1362	6.7695	7.3880	7.3880	7.8362	PPE family protein
MMAR_RS07265	nuoN	7.4721	6.6074	7.4992	7.4889	4.1965	5.7827	7.3880	7.3880	7.8362	NADH-quinone oxidoreductase subunit NuoN
MMAR_RS07270	MMAR_RS07270	7.7338	5.6221	7.0868	4.9436	6.1362	0.0000	7.3880	7.3880	7.8362	NADH-quinone oxidoreductase subunit M
MMAR_RS07275	nuoL	6.1623	7.5999	7.8195	0.0000	0.0000	5.7827	6.9758	6.9758	7.8362	NADH-quinone oxidoreductase subunit L
MMAR_RS07280	nuoK	0.0000	0.0000	5.5229	4.9436	0.0000	0.0000	0.0000	0.0000	7.4232	NADH-quinone oxidoreductase subunit NuoK
MMAR_RS07285	MMAR_RS07285	5.1823	5.6221	7.8195	6.4969	5.7280	0.0000	6.3965	6.3965	8.8330	NADH-quinone oxidoreductase subunit J
MMAR_RS07290	nuoI	6.1623	7.5999	5.5229	6.9080	0.0000	5.7827	0.0000	0.0000	6.8425	NADH-quinone oxidoreductase subunit NuoI
MMAR_RS07295	nuoH	6.7406	7.1874	6.5072	4.9436	0.0000	5.7827	6.9758	6.9758	8.8330	NADH-quinone oxidoreductase subunit NuoH
MMAR_RS07300	MMAR_RS07300	7.7338	8.4041	8.8164	6.9080	4.1965	8.3457	7.3880	7.3880	8.8330	NADH-quinone oxidoreductase subunit G
MMAR_RS07305	nuoF	7.7338	8.4041	7.4992	4.9436	5.7280	0.0000	6.3965	6.3965	7.8362	NADH-quinone oxidoreductase subunit NuoF
MMAR_RS07310	nuoE	6.7406	6.6074	5.5229	0.0000	4.1965	5.7827	0.0000	0.0000	5.8550	NADH-quinone oxidoreductase subunit NuoE
MMAR_RS07315	nuoD	8.8456	8.7657	8.6647	6.4969	6.4540	5.7827	7.3880	7.3880	9.6390	NADH dehydrogenase (quinone) subunit D
MMAR_RS07320	MMAR_RS07320	7.9552	7.1874	6.5072	0.0000	6.1362	0.0000	8.1916	8.1916	9.5322	NADH-quinone oxidoreductase subunit C
MMAR_RS07325	MMAR_RS07325	7.4721	5.6221	7.0868	4.9436	6.9348	5.7827	6.3965	6.3965	8.6408	NuoB/complex I 20 kDa subunit family protein
MMAR_RS07330	MMAR_RS07330	7.9552	0.0000	6.5072	0.0000	4.1965	5.7827	8.3836	8.3836	8.1568	NADH-quinone oxidoreductase subunit A
MMAR_RS07335	MMAR_RS07335	7.4721	7.5999	7.4992	6.4969	6.1362	5.7827	6.9758	6.9758	7.8362	PPE family protein
MMAR_RS07340	MMAR_RS07340	5.1823	5.6221	0.0000	5.9199	6.1362	5.7827	0.0000	0.0000	6.8425	phospholipase C
MMAR_RS07345	MMAR_RS07345	6.1623	5.6221	6.5072	0.0000	5.7280	5.7827	0.0000	0.0000	7.8362	Rv3143 family two-component system response regulator
MMAR_RS07350	MMAR_RS07350	0.0000	5.6221	0.0000	4.9436	5.1566	0.0000	0.0000	0.0000	0.0000	YceI family protein
MMAR_RS07355	MMAR_RS07355	0.0000	0.0000	5.5229	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	nuclear transport factor 2 family protein
MMAR_RS07360	MMAR_RS07360	0.0000	5.6221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DUF6285 domain-containing protein
MMAR_RS07365	MMAR_RS07365	0.0000	5.6221	5.5229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	phosphotransferase family protein
MMAR_RS07370	MMAR_RS07370	5.1823	0.0000	6.5072	4.9436	4.1965	7.3501	5.4136	5.4136	0.0000	acyl-CoA dehydrogenase family protein
MMAR_RS07375	MMAR_RS07375	0.0000	5.6221	5.5229	4.9436	4.1965	0.0000	0.0000	0.0000	5.8550	TetR/AcrR family transcriptional regulator
MMAR_RS07380	MMAR_RS07380	5.1823	5.6221	5.5229	4.9436	6.1362	0.0000	0.0000	0.0000	0.0000	hydroxymethylglutaryl-CoA lyase
MMAR_RS07385	MMAR_RS07385	0.0000	6.6074	7.8195	5.9199	7.9288	0.0000	5.4136	5.4136	0.0000	CaiB/BaiF CoA transferase family protein
MMAR_RS07390	MMAR_RS07390	5.1823	5.6221	0.0000	6.9080	8.5118	5.7827	0.0000	0.0000	0.0000	alpha/beta hydrolase
MMAR_RS07395	MMAR_RS07395	6.7406	0.0000	0.0000	8.3597	8.9764	5.7827	0.0000	0.0000	5.8550	homogentisate 1,2-dioxygenase
MMAR_RS07400	MMAR_RS07400	6.7406	7.1874	0.0000	6.9080	5.1566	5.7827	5.4136	5.4136	0.0000	PPE family protein
MMAR_RS07405	MMAR_RS07405	0.0000	0.0000	0.0000	4.9436	4.1965	0.0000	6.9758	6.9758	0.0000	NADPH:quinone oxidoreductase family protein
MMAR_RS07410	MMAR_RS07410	0.0000	5.6221	0.0000	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	oxidoreductase
MMAR_RS07415	MMAR_RS07415	0.0000	5.6221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8550	amidohydrolase family protein
MMAR_RS07420	MMAR_RS07420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	VOC family protein
MMAR_RS07425	MMAR_RS07425	5.1823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	alpha/beta fold hydrolase
MMAR_RS07430	MMAR_RS07430	0.0000	0.0000	0.0000	5.9199	0.0000	5.7827	0.0000	0.0000	0.0000	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
MMAR_RS07435	MMAR_RS07435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	5.8550	TetR/AcrR family transcriptional regulator
MMAR_RS07440	MMAR_RS07440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	acetaldehyde dehydrogenase (acetylating)
MMAR_RS07445	dmpG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4-hydroxy-2-oxovalerate aldolase
MMAR_RS07450	budA	8.8456	7.5999	5.5229	7.9020	7.8224	9.0808	5.4136	5.4136	0.0000	acetolactate decarboxylase
MMAR_RS07455	alsS	6.1623	7.5999	5.5229	6.9080	9.0252	7.3501	6.9758	6.9758	0.0000	acetolactate synthase AlsS
MMAR_RS07460	MMAR_RS07460	7.9552	8.4041	9.0789	9.5982	11.6474	8.9291	9.5512	9.5512	8.6408	acyl-CoA dehydrogenase family protein
MMAR_RS07465	MMAR_RS07465	9.0516	9.8420	7.8195	11.0665	12.1712	10.0795	9.1891	9.1891	8.4190	acyl-CoA dehydrogenase family protein
MMAR_RS07470	hisN	0.0000	5.6221	5.5229	6.4969	6.1362	0.0000	6.3965	6.3965	0.0000	histidinol-phosphatase
MMAR_RS07475	MMAR_RS07475	6.1623	5.6221	7.0868	7.2275	6.4540	6.7695	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS07480	MMAR_RS07480	5.1823	5.6221	0.0000	0.0000	4.1965	5.7827	5.4136	5.4136	0.0000	PPE family protein
MMAR_RS07485	MMAR_RS07485	6.1623	7.1874	6.9178	0.0000	5.7280	0.0000	6.3965	6.3965	7.4232	PPE family protein
MMAR_RS07490	MMAR_RS07490	10.3910	10.5476	11.6414	9.0685	8.7627	11.4847	10.7725	10.7725	9.7384	universal stress protein
MMAR_RS07495	dosR	8.7304	9.5944	10.1929	8.4849	7.1259	10.0795	8.5531	8.5531	8.8330	hypoxia response regulator transcription factor DosR/DevR
MMAR_RS07500	MMAR_RS07500	8.9523	10.2941	10.7015	8.9862	7.2947	10.6152	10.1879	10.1879	9.2916	GAF domain-containing sensor histidine kinase
MMAR_RS07505	MMAR_RS07505	5.1823	8.4041	8.8164	7.9020	5.7280	7.7629	8.3836	8.3836	8.1568	Acg family FMN-binding oxidoreductase
MMAR_RS07510	MMAR_RS07510	7.7338	9.5014	9.9521	7.4889	6.9348	7.7629	8.5531	8.5531	9.6390	WS/DGAT/MGAT family O-acyltransferase
MMAR_RS07515	MMAR_RS07515	6.7406	7.1874	8.3031	4.9436	5.7280	7.3501	7.7082	7.7082	7.4232	group III truncated hemoglobin
MMAR_RS07520	MMAR_RS07520	8.4680	9.0546	10.7400	9.0685	7.9288	10.8015	8.1916	8.1916	9.4169	pyridoxamine 5'-phosphate oxidase family protein
MMAR_RS07525	MMAR_RS07525	8.3165	8.9174	10.0775	7.2275	7.4458	10.0056	10.0811	10.0811	9.0026	Acg family FMN-binding oxidoreductase
MMAR_RS07530	MMAR_RS07530	5.1823	6.6074	6.5072	4.9436	0.0000	5.7827	0.0000	0.0000	5.8550	HNH endonuclease signature motif containing protein
MMAR_RS29685	MMAR_RS29685	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.3965	6.3965	6.8425	hypothetical protein
MMAR_RS07540	MMAR_RS07540	6.7406	8.4041	7.0868	4.9436	6.4540	5.7827	6.9758	6.9758	7.8362	FAD-binding oxidoreductase
MMAR_RS07545	MMAR_RS07545	6.7406	7.5999	7.0868	4.9436	5.7280	7.3501	5.4136	5.4136	7.4232	FAD-dependent oxidoreductase
MMAR_RS07550	prfB	7.9552	8.7657	8.0815	7.9020	6.9348	7.7629	7.9700	7.9700	8.4190	peptide chain release factor 2
MMAR_RS07555	MMAR_RS07555	7.9552	8.5962	7.0868	6.4969	6.4540	6.7695	6.9758	6.9758	7.4232	mechanosensitive ion channel family protein
MMAR_RS30175	MMAR_RS30175	5.1823	0.0000	7.0868	6.9080	6.1362	5.7827	5.4136	5.4136	0.0000	Rv3103c family proline-rich protein
MMAR_RS07560	ftsE	8.7304	7.5999	8.8164	8.2227	6.4540	7.7629	8.5531	8.5531	7.4232	cell division ATP-binding protein FtsE
MMAR_RS07565	ftsX	8.8456	7.5999	8.6647	8.8989	7.5825	8.5674	7.7082	7.7082	7.4232	permease-like cell division protein FtsX
MMAR_RS07570	smpB	7.9552	6.6074	6.5072	6.9080	6.1362	5.7827	7.7082	7.7082	6.8425	SsrA-binding protein SmpB
MMAR_RS07575	MMAR_RS07575	6.1623	5.6221	5.5229	5.9199	6.1362	5.7827	7.7082	7.7082	5.8550	hypothetical protein
MMAR_RS07580	MMAR_RS07580	7.7338	7.9204	7.0868	7.4889	6.7143	6.7695	7.3880	7.3880	5.8550	putative alpha/beta hydrolase
MMAR_RS07585	MMAR_RS07585	7.1522	6.6074	6.5072	6.4969	0.0000	7.3501	7.3880	7.3880	7.4232	ATP-binding protein
MMAR_RS07590	MMAR_RS07590	6.1623	0.0000	6.5072	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	tetratricopeptide repeat protein
MMAR_RS07595	MMAR_RS07595	5.1823	5.6221	7.4992	5.9199	6.1362	0.0000	6.9758	6.9758	6.8425	maleylpyruvate isomerase family mycothiol-dependent enzyme
MMAR_RS07600	MMAR_RS07600	8.1471	7.5999	7.8195	7.2275	6.1362	8.7596	6.3965	6.3965	8.1568	PecA family PE domain-processing aspartic protease
MMAR_RS29695	MMAR_RS29695	0.0000	0.0000	6.5072	4.9436	5.1566	5.7827	5.4136	5.4136	5.8550	hypothetical protein
MMAR_RS28175	MMAR_RS28175	5.1823	7.1874	0.0000	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	hypothetical protein
MMAR_RS07605	MMAR_RS07605	6.7406	6.6074	6.5072	6.9080	5.1566	0.0000	6.9758	6.9758	7.8362	hypothetical protein
MMAR_RS07610	MMAR_RS07610	0.0000	6.6074	5.5229	6.9080	0.0000	5.7827	5.4136	5.4136	6.8425	MspA family porin
MMAR_RS07615	MMAR_RS07615	5.1823	0.0000	0.0000	0.0000	4.1965	7.3501	6.3965	6.3965	5.8550	VOC family protein
MMAR_RS07620	MMAR_RS07620	6.7406	5.6221	6.5072	6.9080	4.1965	6.7695	5.4136	5.4136	5.8550	hypothetical protein
MMAR_RS07625	MMAR_RS07625	5.1823	0.0000	0.0000	4.9436	5.7280	5.7827	0.0000	0.0000	0.0000	PadR family transcriptional regulator
MMAR_RS07630	MMAR_RS07630	0.0000	5.6221	0.0000	6.4969	0.0000	5.7827	6.3965	6.3965	0.0000	maleylpyruvate isomerase N-terminal domain-containing protein
MMAR_RS28180	MMAR_RS28180	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS07640	lipY	7.1522	6.6074	5.5229	6.4969	6.1362	7.3501	5.4136	5.4136	7.4232	triacylglycerol lipase LipY
MMAR_RS07645	glsA	0.0000	6.6074	0.0000	0.0000	0.0000	0.0000	5.4136	5.4136	0.0000	glutaminase A
MMAR_RS07650	MMAR_RS07650	5.1823	0.0000	6.5072	5.9199	6.1362	6.7695	0.0000	0.0000	0.0000	pyridoxamine 5'-phosphate oxidase family protein
MMAR_RS07655	MMAR_RS07655	6.1623	7.5999	6.5072	6.4969	7.2947	7.3501	6.3965	6.3965	8.6408	PPE family protein
MMAR_RS07660	MMAR_RS07660	6.1623	5.6221	6.5072	7.2275	6.4540	8.0835	0.0000	0.0000	5.8550	phytanoyl-CoA dioxygenase family protein
MMAR_RS07665	MMAR_RS07665	0.0000	6.6074	0.0000	4.9436	4.1965	5.7827	5.4136	5.4136	0.0000	hypothetical protein
MMAR_RS07670	MMAR_RS07670	7.7338	8.7657	6.5072	6.4969	8.5118	8.0835	6.3965	6.3965	8.6408	LppP/LprE family lipoprotein
MMAR_RS07675	MMAR_RS07675	9.5363	9.6817	10.2473	9.0685	7.7074	10.5646	7.9700	7.9700	8.6408	cellulase family glycosylhydrolase
MMAR_RS07680	MMAR_RS07680	7.1522	5.6221	6.5072	7.7102	6.7143	7.3501	6.9758	6.9758	5.8550	winged helix-turn-helix transcriptional regulator
MMAR_RS07685	MMAR_RS07685	6.7406	5.6221	5.5229	7.7102	8.1208	0.0000	0.0000	0.0000	5.8550	acyl-CoA dehydrogenase family protein
MMAR_RS07690	MMAR_RS07690	0.0000	0.0000	5.5229	0.0000	5.1566	0.0000	0.0000	0.0000	0.0000	LLM class F420-dependent oxidoreductase
MMAR_RS07695	MMAR_RS07695	6.1623	7.1874	5.5229	6.4969	5.7280	5.7827	0.0000	0.0000	0.0000	NADP-dependent oxidoreductase
MMAR_RS07700	MMAR_RS07700	6.1623	5.6221	0.0000	5.9199	5.7280	6.7695	0.0000	0.0000	0.0000	glutamate-cysteine ligase family protein
MMAR_RS07705	MMAR_RS07705	5.1823	0.0000	0.0000	4.9436	4.1965	6.7695	0.0000	0.0000	0.0000	nucleoside triphosphate pyrophosphohydrolase
MMAR_RS07710	miaA	0.0000	0.0000	0.0000	4.9436	0.0000	0.0000	5.4136	5.4136	0.0000	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
MMAR_RS07715	MMAR_RS07715	0.0000	5.6221	0.0000	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	LOG family protein
MMAR_RS07720	MMAR_RS07720	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	nuclear transport factor 2 family protein
MMAR_RS07725	MMAR_RS07725	5.1823	0.0000	5.5229	6.4969	6.1362	8.9291	5.4136	5.4136	6.8425	cytochrome P450
MMAR_RS07730	MMAR_RS07730	5.1823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	methyltransferase domain-containing protein
MMAR_RS07735	miaB	6.1623	6.6074	0.0000	4.9436	4.1965	0.0000	5.4136	5.4136	5.8550	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
MMAR_RS07740	MMAR_RS07740	0.0000	5.6221	7.4992	4.9436	0.0000	0.0000	0.0000	0.0000	6.8425	DUF808 domain-containing protein
MMAR_RS07745	MMAR_RS07745	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	SDR family NAD(P)-dependent oxidoreductase
MMAR_RS07750	MMAR_RS07750	5.1823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS07755	MMAR_RS07755	0.0000	6.6074	0.0000	4.9436	6.4540	0.0000	0.0000	0.0000	0.0000	DUF732 domain-containing protein
MMAR_RS07760	MMAR_RS07760	0.0000	5.6221	7.4992	0.0000	5.1566	0.0000	6.9758	6.9758	6.8425	patatin-like phospholipase family protein
MMAR_RS07765	MMAR_RS07765	5.1823	0.0000	7.4992	5.9199	5.7280	5.7827	7.7082	7.7082	6.8425	Rv3090 family protease
MMAR_RS07770	MMAR_RS07770	0.0000	6.6074	7.0868	0.0000	5.7280	0.0000	6.9758	6.9758	0.0000	protein adenylyltransferase SelO
MMAR_RS07775	MMAR_RS07775	0.0000	0.0000	5.5229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DUF4267 domain-containing protein
MMAR_RS07780	MMAR_RS07780	5.1823	6.6074	6.5072	4.9436	4.1965	0.0000	6.9758	6.9758	7.4232	LLM class F420-dependent oxidoreductase
MMAR_RS07785	MMAR_RS07785	6.1623	0.0000	6.5072	0.0000	0.0000	5.7827	6.3965	6.3965	6.8425	DUF2750 domain-containing protein
MMAR_RS07790	MMAR_RS07790	7.9552	9.0546	8.0815	7.2275	7.4458	6.7695	8.1916	8.1916	0.0000	sulfatase-like hydrolase/transferase
MMAR_RS07795	MMAR_RS07795	5.1823	5.6221	5.5229	0.0000	0.0000	0.0000	7.3880	7.3880	6.8425	SRPBCC family protein
MMAR_RS07800	MMAR_RS07800	5.1823	0.0000	0.0000	5.9199	5.1566	5.7827	0.0000	0.0000	7.8362	amidohydrolase
MMAR_RS07805	MMAR_RS07805	0.0000	0.0000	0.0000	5.9199	0.0000	5.7827	5.4136	5.4136	0.0000	phytoene desaturase family protein
MMAR_RS07810	MMAR_RS07810	8.4680	8.4041	5.5229	4.9436	6.1362	5.7827	0.0000	0.0000	8.6408	DUF3556 domain-containing protein
MMAR_RS07815	MMAR_RS07815	6.1623	0.0000	0.0000	4.9436	0.0000	0.0000	5.4136	5.4136	5.8550	PucR family transcriptional regulator
MMAR_RS07820	MMAR_RS07820	7.1522	6.6074	7.0868	6.4969	6.4540	7.3501	7.9700	7.9700	7.4232	HpcH/HpaI aldolase/citrate lyase family protein
MMAR_RS07825	MMAR_RS07825	0.0000	6.6074	8.3031	4.9436	6.9348	8.0835	7.3880	7.3880	0.0000	HNH endonuclease
MMAR_RS07830	MMAR_RS07830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.8425	DUF488 domain-containing protein
MMAR_RS07835	MMAR_RS07835	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	5.8550	LLM class F420-dependent oxidoreductase
MMAR_RS07840	MMAR_RS07840	7.1522	5.6221	5.5229	6.9080	5.7280	5.7827	7.3880	7.3880	7.8362	GNAT family N-acetyltransferase
MMAR_RS07845	MMAR_RS07845	0.0000	0.0000	5.5229	0.0000	4.1965	5.7827	5.4136	5.4136	0.0000	DUF190 domain-containing protein
MMAR_RS07850	crcB	0.0000	5.6221	0.0000	5.9199	0.0000	0.0000	0.0000	0.0000	0.0000	fluoride efflux transporter CrcB
MMAR_RS07855	crcB	0.0000	0.0000	0.0000	5.9199	4.1965	0.0000	0.0000	0.0000	0.0000	fluoride efflux transporter CrcB
MMAR_RS07860	pgm	6.1623	5.6221	6.5072	5.9199	4.1965	0.0000	0.0000	0.0000	5.8550	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)
MMAR_RS30935	MMAR_RS30935	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS31115	MMAR_RS31115	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS30940	MMAR_RS30940	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS30945	MMAR_RS30945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PE family protein
MMAR_RS31120	MMAR_RS31120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PE family protein
MMAR_RS07890	MMAR_RS07890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS07895	MMAR_RS07895	0.0000	0.0000	0.0000	4.9436	4.1965	0.0000	0.0000	0.0000	0.0000	SAM-dependent methyltransferase
MMAR_RS07900	MMAR_RS07900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	class I SAM-dependent methyltransferase
MMAR_RS07905	MMAR_RS07905	0.0000	0.0000	0.0000	4.9436	4.1965	0.0000	0.0000	0.0000	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS07915	MMAR_RS07915	6.1623	0.0000	0.0000	0.0000	5.1566	5.7827	5.4136	5.4136	0.0000	IS3 family transposase
MMAR_RS07920	MMAR_RS07920	7.1522	6.6074	6.5072	7.7102	4.1965	0.0000	0.0000	0.0000	0.0000	DUF732 domain-containing protein
MMAR_RS30950	MMAR_RS30950	5.1823	5.6221	6.5072	0.0000	0.0000	0.0000	6.9758	6.9758	0.0000	PE family protein
MMAR_RS07930	MMAR_RS07930	5.1823	0.0000	0.0000	0.0000	0.0000	5.7827	0.0000	0.0000	0.0000	GMC family oxidoreductase
MMAR_RS07935	MMAR_RS07935	6.1623	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	PucR family transcriptional regulator
MMAR_RS07940	MMAR_RS07940	0.0000	5.6221	0.0000	0.0000	0.0000	5.7827	0.0000	0.0000	0.0000	lysophospholipid acyltransferase family protein
MMAR_RS07945	MMAR_RS07945	0.0000	0.0000	5.5229	0.0000	4.1965	5.7827	0.0000	0.0000	5.8550	WS/DGAT/MGAT family O-acyltransferase
MMAR_RS07950	MMAR_RS07950	6.1623	6.6074	7.0868	6.4969	5.1566	0.0000	6.3965	6.3965	5.8550	long-chain-fatty-acid--CoA ligase
MMAR_RS07955	MMAR_RS07955	6.1623	6.6074	0.0000	0.0000	0.0000	0.0000	6.3965	6.3965	0.0000	aldehyde dehydrogenase family protein
MMAR_RS07960	MMAR_RS07960	5.1823	6.6074	5.5229	6.4969	6.1362	5.7827	7.3880	7.3880	5.8550	alkyl/aryl-sulfatase
MMAR_RS07965	MMAR_RS07965	6.7406	6.6074	6.5072	4.9436	5.1566	7.7629	0.0000	0.0000	5.8550	hypothetical protein
MMAR_RS07970	MMAR_RS07970	6.7406	6.6074	7.0868	5.9199	5.7280	5.7827	6.9758	6.9758	6.8425	hypothetical protein
MMAR_RS07975	MMAR_RS07975	0.0000	0.0000	0.0000	4.9436	4.1965	6.7695	5.4136	5.4136	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS07980	MMAR_RS07980	5.1823	0.0000	0.0000	6.4969	4.1965	0.0000	0.0000	0.0000	0.0000	DMT family transporter
MMAR_RS07985	MMAR_RS07985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	HD domain-containing protein
MMAR_RS07990	MMAR_RS07990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	oxidoreductase
MMAR_RS07995	MMAR_RS07995	5.1823	0.0000	0.0000	4.9436	0.0000	0.0000	0.0000	0.0000	0.0000	Hsp70 family protein
MMAR_RS08000	MMAR_RS08000	6.7406	7.1874	5.5229	4.9436	5.7280	5.7827	5.4136	5.4136	7.4232	carbon starvation CstA family protein
MMAR_RS08005	MMAR_RS08005	6.1623	5.6221	0.0000	0.0000	4.1965	6.7695	6.3965	6.3965	5.8550	multicopper oxidase family protein
MMAR_RS08010	MMAR_RS08010	5.1823	0.0000	5.5229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	hypothetical protein
MMAR_RS08015	MMAR_RS08015	6.1623	6.6074	6.5072	4.9436	0.0000	5.7827	5.4136	5.4136	5.8550	hypothetical protein
MMAR_RS08020	MMAR_RS08020	0.0000	0.0000	0.0000	5.9199	4.1965	0.0000	5.4136	5.4136	0.0000	Crp/Fnr family transcriptional regulator
MMAR_RS08025	MMAR_RS08025	6.1623	0.0000	0.0000	5.9199	4.1965	0.0000	5.4136	5.4136	0.0000	hypothetical protein
MMAR_RS08030	MMAR_RS08030	6.1623	6.6074	0.0000	4.9436	4.1965	0.0000	6.9758	6.9758	5.8550	ATP-dependent DNA ligase
MMAR_RS08035	MMAR_RS08035	0.0000	0.0000	0.0000	0.0000	7.2947	0.0000	0.0000	0.0000	0.0000	SDR family NAD(P)-dependent oxidoreductase
MMAR_RS08040	MMAR_RS08040	0.0000	7.1874	0.0000	0.0000	6.1362	5.7827	5.4136	5.4136	7.8362	acyl-CoA dehydrogenase family protein
MMAR_RS08045	MMAR_RS08045	0.0000	5.6221	5.5229	0.0000	0.0000	0.0000	5.4136	5.4136	5.8550	winged helix-turn-helix transcriptional regulator
MMAR_RS08050	MMAR_RS08050	0.0000	5.6221	5.5229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	class I SAM-dependent methyltransferase
MMAR_RS08055	MMAR_RS08055	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	0.0000	0.0000	0.0000	Zn-ribbon domain-containing OB-fold protein
MMAR_RS08060	MMAR_RS08060	0.0000	0.0000	0.0000	0.0000	4.1965	0.0000	6.3965	6.3965	0.0000	thiolase family protein
MMAR_RS08065	MMAR_RS08065	0.0000	5.6221	0.0000	6.4969	5.1566	0.0000	5.4136	5.4136	0.0000	FadR/GntR family transcriptional regulator
MMAR_RS08070	MMAR_RS08070	7.9552	6.6074	7.0868	5.9199	6.7143	7.7629	7.7082	7.7082	7.4232	anti-sigma factor RsbA family regulatory protein
MMAR_RS29710	MMAR_RS29710	7.1522	5.6221	6.5072	6.9080	0.0000	0.0000	6.9758	6.9758	6.8425	hypothetical protein
MMAR_RS08075	MMAR_RS08075	7.4721	7.1874	7.8195	6.4969	6.9348	7.3501	8.3836	8.3836	7.4232	2-isopropylmalate synthase
MMAR_RS08080	MMAR_RS08080	7.9552	8.4041	8.4952	8.4849	9.0252	9.6649	8.1916	8.1916	9.6390	cytochrome P450
MMAR_RS08085	MMAR_RS08085	6.1623	5.6221	5.5229	6.4969	5.1566	7.3501	5.4136	5.4136	0.0000	TetR/AcrR family transcriptional regulator
MMAR_RS08090	MMAR_RS08090	5.1823	0.0000	0.0000	5.9199	5.1566	6.7695	6.3965	6.3965	5.8550	SDR family oxidoreductase
MMAR_RS08095	MMAR_RS08095	0.0000	0.0000	0.0000	4.9436	0.0000	5.7827	6.3965	6.3965	5.8550	TetR/AcrR family transcriptional regulator
MMAR_RS08100	MMAR_RS08100	7.9552	7.5999	5.5229	9.0685	9.4396	7.7629	5.4136	5.4136	6.8425	NAD(P)H-dependent oxidoreductase
MMAR_RS08105	MMAR_RS08105	8.3165	5.6221	8.3031	8.8060	7.9288	9.2181	8.5531	8.5531	7.4232	PPE domain-containing protein
MMAR_RS08110	MMAR_RS08110	9.6033	9.0546	5.5229	10.0672	10.2460	10.2169	9.1891	9.1891	9.0026	redoxin NrdH
